Order_ID;Customer_ID;Product_ID;Order_Date;Qty;Discount;Channel;Campaign
O04866;C0279;P200;2024-12-24;4;0,25;App;None
O04867;C0153;P015;2024-09-28;4;0,08;Tokopedia;12.12
O04868;C0896;P168;2024-05-17;3;0,02;Website;11.11
O04869;C0656;P199;2024-07-17;4;0,38;Tokopedia;Ramadhan
O04870;C0313;P063;2025-04-21;2;0,16;App;12.12
O04871;C0828;P048;2025-12-18;5;0,02;App;Ramadhan
O04872;C0955;P202;2025-08-10;5;0,02;Shopee;None
O04873;C0985;P207;2024-04-11;4;0,35;Shopee;12.12
O04874;C0528;P271;2024-07-06;5;0,38;Tokopedia;None
O04875;C0565;P147;2024-02-10;2;0,35;App;None
O04876;C0929;P095;2024-04-19;4;0,34;Website;12.12
O04877;C0745;P004;2025-02-13;5;0,32;Website;None
O04878;C0339;P213;2024-03-31;4;0,36;Shopee;Ramadhan
O04879;C0330;P027;2024-01-17;5;0,2;Shopee;12.12
O04880;C0704;P132;2025-07-29;4;0,15;App;11.11
O04881;C0520;P049;2025-06-21;4;0,31;Website;12.12
O04882;C0175;P295;2025-03-01;5;0,34;Tokopedia;None
O04883;C0271;P072;2025-06-21;2;0,38;Website;Ramadhan
O04884;C0454;P111;2025-01-07;5;0,16;Website;Ramadhan
O04885;C0686;P051;2024-03-09;4;0,25;Shopee;Ramadhan
O04886;C0744;P155;2025-12-04;4;0,1;App;11.11
O04887;C0961;P078;2024-12-22;2;0,17;Tokopedia;Ramadhan
O04888;C0802;P185;2025-02-21;5;0,05;App;11.11
O04889;C0520;P177;2024-11-07;4;0,38;Tokopedia;None
O04890;C0600;P203;2024-06-17;3;0,02;Website;11.11
O04891;C0615;P095;2025-02-01;4;0,08;App;11.11
O04892;C0532;P114;2025-06-07;3;0,39;Shopee;Ramadhan
O04893;C0937;P069;2025-12-06;2;0,39;Shopee;12.12
O04894;C0163;P223;2024-10-25;3;0,24;App;Ramadhan
O04895;C0274;P128;2025-07-16;2;0,03;Shopee;12.12
O04896;C0161;P089;2025-04-11;3;0,37;Shopee;11.11
O04897;C0490;P175;2024-04-04;1;0,05;Website;12.12
O04898;C0317;P295;2025-04-02;5;0,23;Shopee;None
O04899;C0375;P019;2025-09-06;4;0,2;Shopee;None
O04900;C0196;P216;2025-04-23;5;0,36;Website;11.11
O04901;C0396;P081;2025-12-04;4;0,2;Tokopedia;None
O04902;C0911;P042;2025-02-25;3;0,04;Shopee;None
O04903;C1000;P172;2025-08-17;2;0,05;App;None
O04904;C0024;P200;2024-07-26;3;0,01;App;11.11
O04905;C0494;P025;2025-08-30;4;0,02;Shopee;12.12
O04906;C0396;P201;2025-09-01;5;0,33;App;11.11
O04907;C0186;P137;2024-03-17;4;0,31;Shopee;12.12
O04908;C0321;P095;2025-12-28;1;0,3;App;None
O04909;C0308;P089;2025-10-13;5;0,22;Shopee;12.12
O04910;C0526;P107;2024-09-04;1;0,02;Website;11.11
O04911;C0652;P047;2025-07-23;3;0,11;App;11.11
O04912;C0470;P149;2025-06-02;5;0,26;Tokopedia;11.11
O04913;C0895;P150;2025-11-14;5;0,14;Shopee;Ramadhan
O04914;C0115;P032;2025-10-27;4;0,09;Website;12.12
O04915;C0029;P267;2024-05-02;4;0,27;Tokopedia;None
O04916;C0675;P236;2025-04-04;3;0,06;App;12.12
O04917;C0174;P238;2025-01-12;3;0,39;Shopee;None
O04918;C0048;P267;2025-04-30;3;0,2;Shopee;Ramadhan
O04919;C0202;P104;2025-03-08;1;0,15;Tokopedia;12.12
O04920;C0694;P279;2025-03-01;1;0,36;Website;None
O04921;C0542;P012;2025-06-27;2;0,05;App;Ramadhan
O04922;C0571;P192;2025-10-17;3;0,32;Website;12.12
O04923;C0370;P221;2024-07-29;2;0,19;Tokopedia;11.11
O04924;C0068;P275;2025-12-21;5;0,35;Website;Ramadhan
O04925;C0690;P134;2025-08-14;1;0,09;Shopee;Ramadhan
O04926;C0292;P152;2024-04-03;4;0,07;Tokopedia;None
O04927;C0730;P084;2024-03-07;4;0,02;Website;Ramadhan
O04928;C0689;P218;2024-03-07;2;0,36;Tokopedia;12.12
O04929;C0205;P031;2025-12-04;1;0,2;Website;Ramadhan
O04930;C0492;P194;2024-01-18;5;0,09;App;None
O04931;C0473;P050;2025-03-22;2;0,29;Shopee;12.12
O04932;C0718;P203;2025-01-15;5;0,39;Shopee;12.12
O04933;C0771;P140;2024-08-10;3;0,09;Shopee;Ramadhan
O04934;C0686;P028;2024-07-15;1;0,4;Website;11.11
O04935;C0243;P022;2025-06-04;1;0,27;Tokopedia;11.11
O04936;C0844;P007;2024-11-27;2;0,39;App;Ramadhan
O04937;C0824;P253;2025-10-02;1;0,12;Shopee;11.11
O04938;C0106;P102;2025-05-06;3;0,37;App;11.11
O04939;C0739;P205;2025-01-12;4;0,17;Tokopedia;None
O04940;C0432;P131;2024-09-03;5;0,13;Website;Ramadhan
O04941;C0898;P039;2024-02-04;4;0,35;Tokopedia;None
O04942;C0607;P141;2025-08-15;3;0,06;App;Ramadhan
O04943;C0700;P127;2024-08-05;4;0,12;App;None
O04944;C0987;P073;2024-07-08;1;0,11;App;12.12
O04945;C0451;P224;2024-01-06;4;0,36;Shopee;None
O04946;C0679;P093;2024-06-30;4;0,19;Shopee;Ramadhan
O04947;C0396;P291;2024-06-19;5;0,18;Website;11.11
O04948;C0932;P202;2024-01-31;4;0,08;Shopee;12.12
O04949;C0555;P151;2024-01-18;3;0,26;App;Ramadhan
O04950;C0442;P300;2025-01-16;4;0,23;App;None
O04951;C0457;P259;2025-07-14;4;0,27;Shopee;11.11
O04952;C0612;P272;2024-12-18;4;0,04;Website;None
O04953;C0267;P214;2025-10-28;3;0,35;App;None
O04954;C0122;P079;2025-11-27;1;0,15;Website;Ramadhan
O04955;C0480;P159;2024-09-27;5;0,31;App;Ramadhan
O04956;C0413;P004;2025-03-26;5;0,27;Tokopedia;None
O04957;C0581;P046;2024-06-30;4;0,36;Shopee;Ramadhan
O04958;C0158;P077;2024-12-16;3;0,23;Shopee;None
O04959;C0924;P055;2024-11-10;4;0,03;Website;None
O04960;C0874;P032;2025-08-15;3;0,3;Website;12.12
O04961;C0562;P297;2025-01-24;3;0,09;Website;11.11
O04962;C0395;P196;2024-11-18;5;0,22;Tokopedia;11.11
O04963;C0615;P287;2024-05-31;4;0,25;Website;None
O04964;C0468;P007;2024-06-10;5;0,31;Tokopedia;12.12
O04965;C0249;P290;2024-05-22;2;0,06;Website;None
O04966;C0213;P124;2025-06-26;4;0,23;Website;11.11
O04967;C0911;P204;2025-09-13;5;0,21;App;None
O04968;C0724;P162;2025-11-30;5;0,33;Shopee;11.11
O04969;C0083;P016;2024-07-15;2;0,2;Website;12.12
O04970;C0699;P020;2025-01-18;4;0,22;Shopee;11.11
O04971;C0360;P057;2024-05-12;1;0,18;App;11.11
O04972;C0475;P026;2025-09-07;1;0,3;Tokopedia;None
O04973;C0717;P190;2024-04-27;4;0,34;App;Ramadhan
O04974;C0872;P020;2024-10-02;4;0,32;Website;12.12
O04975;C0367;P142;2024-03-24;4;0,25;Website;None
O04976;C0695;P205;2024-11-20;5;0,2;Tokopedia;11.11
O04977;C0033;P107;2024-08-21;1;0,35;Website;None
O04978;C0086;P096;2024-04-29;2;0,15;App;Ramadhan
O04979;C0057;P239;2024-09-21;4;0,24;App;Ramadhan
O04980;C0354;P012;2024-03-02;1;0,2;Tokopedia;Ramadhan
O04981;C0400;P078;2025-09-13;3;0,26;App;Ramadhan
O04982;C0355;P086;2024-03-31;3;0,37;Website;None
O04983;C0137;P148;2024-05-02;2;0,36;Shopee;Ramadhan
O04984;C0313;P167;2024-03-29;3;0,29;App;11.11
O04985;C0514;P063;2025-05-15;4;0,15;App;Ramadhan
O04986;C0710;P075;2024-01-04;4;0,4;App;12.12
O04987;C0368;P153;2025-04-15;2;0,35;App;12.12
O04988;C0939;P026;2025-10-27;4;0,3;Shopee;Ramadhan
O04989;C0936;P143;2025-11-07;2;0,38;Shopee;12.12
O04990;C0897;P226;2024-06-07;1;0,04;Website;12.12
O04991;C0145;P044;2024-09-02;5;0,22;Shopee;11.11
O04992;C0337;P273;2025-12-25;2;0,33;Shopee;None
O04993;C0543;P256;2025-03-05;4;0,3;Website;11.11
O04994;C0832;P290;2024-03-21;2;0,38;Shopee;None
O04995;C0772;P075;2025-10-26;4;0,14;Website;None
O04996;C0743;P096;2024-09-09;1;0,34;Tokopedia;11.11
O04997;C0953;P014;2024-06-23;2;0;App;None
O04998;C0139;P267;2024-01-03;2;0,12;Website;None
O04999;C0105;P228;2024-07-01;2;0,35;Shopee;Ramadhan
O05000;C0492;P164;2024-11-13;5;0,02;Shopee;Ramadhan
O05001;C0079;P012;2024-07-26;3;0,02;Tokopedia;Ramadhan
O05002;C0644;P175;2024-02-26;1;0,03;Tokopedia;None
O05003;C0800;P155;2025-01-23;1;0,28;Tokopedia;None
O05004;C0746;P127;2024-07-19;1;0,4;App;11.11
O05005;C0797;P080;2025-10-26;3;0,36;App;Ramadhan
O05006;C0218;P300;2025-08-13;2;0,32;Website;11.11
O05007;C0408;P258;2024-04-08;1;0,28;Tokopedia;11.11
O05008;C0034;P234;2025-11-12;1;0,33;Website;Ramadhan
O05009;C0026;P277;2024-09-03;3;0,03;Shopee;11.11
O05010;C0325;P078;2024-03-15;3;0,23;App;Ramadhan
O05011;C0410;P116;2025-08-21;5;0,13;App;11.11
O05012;C0607;P294;2024-10-18;3;0,1;Shopee;Ramadhan
O05013;C0255;P259;2025-04-22;1;0,09;Website;12.12
O05014;C0313;P011;2024-11-14;5;0;Tokopedia;None
O05015;C0255;P004;2024-10-09;4;0,26;Tokopedia;Ramadhan
O05016;C0714;P141;2025-11-12;2;0;Shopee;Ramadhan
O05017;C0037;P204;2025-02-27;2;0,11;Shopee;11.11
O05018;C0595;P138;2025-02-16;3;0,33;Website;12.12
O05019;C0166;P215;2025-03-13;4;0,26;Shopee;Ramadhan
O05020;C0464;P101;2025-03-10;2;0,27;Tokopedia;Ramadhan
O05021;C0848;P058;2024-06-12;3;0,18;Website;Ramadhan
O05022;C0588;P228;2025-10-22;3;0,32;Tokopedia;Ramadhan
O05023;C0140;P193;2025-10-08;1;0,39;Shopee;11.11
O05024;C0228;P291;2025-08-23;4;0,01;Shopee;12.12
O05025;C0577;P194;2025-08-11;5;0,09;Website;11.11
O05026;C0363;P019;2024-09-04;5;0,35;Website;None
O05027;C0551;P171;2024-11-21;3;0,15;Tokopedia;12.12
O05028;C0377;P229;2025-09-01;2;0,39;Shopee;None
O05029;C0678;P223;2024-02-19;5;0,21;Tokopedia;11.11
O05030;C0553;P164;2024-10-23;3;0,1;Website;Ramadhan
O05031;C0247;P238;2024-06-28;2;0,23;Shopee;Ramadhan
O05032;C0508;P155;2025-11-05;5;0,14;App;11.11
O05033;C0842;P185;2024-06-28;2;0,06;App;12.12
O05034;C0584;P056;2024-05-15;5;0,37;Shopee;None
O05035;C0838;P110;2025-12-04;5;0,03;Website;12.12
O05036;C0236;P057;2025-12-05;1;0,05;Shopee;Ramadhan
O05037;C0903;P268;2025-05-13;4;0,03;Tokopedia;Ramadhan
O05038;C0071;P257;2025-12-28;3;0,31;Website;Ramadhan
O05039;C0713;P222;2024-03-25;2;0,09;Shopee;None
O05040;C0437;P082;2024-04-30;1;0,09;App;Ramadhan
O05041;C0040;P215;2024-04-26;4;0,07;Shopee;Ramadhan
O05042;C0898;P007;2024-07-05;1;0,32;Shopee;12.12
O05043;C0223;P149;2025-04-14;3;0,29;Shopee;Ramadhan
O05044;C0219;P045;2024-02-19;5;0,02;Tokopedia;Ramadhan
O05045;C0683;P113;2025-09-16;3;0,08;Website;12.12
O05046;C0838;P085;2025-04-21;3;0,33;Website;None
O05047;C0312;P014;2024-05-10;1;0,27;Website;12.12
O05048;C0240;P210;2025-06-29;5;0,17;Website;Ramadhan
O05049;C0964;P039;2025-12-28;4;0,31;App;None
O05050;C0698;P283;2024-12-26;3;0,28;Website;12.12
O05051;C0197;P294;2025-01-13;3;0,35;App;12.12
O05052;C0994;P270;2025-12-18;5;0,06;Tokopedia;None
O05053;C0168;P237;2025-10-20;4;0,26;Website;11.11
O05054;C0104;P071;2024-06-07;3;0,04;Shopee;12.12
O05055;C0160;P295;2024-09-14;1;0,33;Tokopedia;Ramadhan
O05056;C0952;P218;2025-08-23;4;0,32;Website;None
O05057;C0208;P280;2025-05-05;3;0,22;Tokopedia;12.12
O05058;C0780;P279;2024-12-04;2;0,17;Tokopedia;Ramadhan
O05059;C0272;P061;2024-07-20;1;0,36;Shopee;Ramadhan
O05060;C0525;P183;2024-10-03;3;0,15;Shopee;Ramadhan
O05061;C0546;P155;2024-01-31;1;0,06;Tokopedia;11.11
O05062;C0005;P187;2025-01-07;1;0,16;Tokopedia;None
O05063;C0920;P069;2025-11-28;5;0,11;Website;11.11
O05064;C0473;P289;2025-09-09;5;0,28;Tokopedia;11.11
O05065;C0824;P234;2024-06-13;5;0,2;Shopee;Ramadhan
O05066;C0849;P053;2025-01-07;4;0,27;Website;Ramadhan
O05067;C0782;P127;2025-12-03;3;0,07;Website;12.12
O05068;C0408;P165;2024-10-25;5;0,18;Tokopedia;None
O05069;C0947;P240;2025-10-08;5;0,05;Shopee;None
O05070;C0246;P108;2024-01-20;2;0,27;App;12.12
O05071;C0131;P131;2025-11-19;1;0,08;App;None
O05072;C0601;P148;2024-09-28;4;0,23;Shopee;Ramadhan
O05073;C0458;P290;2024-04-24;5;0,29;Shopee;12.12
O05074;C0056;P026;2024-05-25;4;0,34;Shopee;None
O05075;C0827;P246;2024-04-27;3;0,09;Website;11.11
O05076;C0605;P280;2025-08-22;3;0,32;Website;11.11
O05077;C0061;P182;2024-07-28;1;0,13;App;Ramadhan
O05078;C0677;P036;2025-03-26;5;0,04;Tokopedia;11.11
O05079;C0868;P111;2025-01-06;3;0,03;Shopee;11.11
O05080;C0583;P258;2025-06-09;4;0,37;App;None
O05081;C0624;P103;2025-08-20;3;0,33;Tokopedia;12.12
O05082;C0840;P018;2025-07-12;3;0,14;Shopee;Ramadhan
O05083;C0967;P266;2024-11-01;4;0,4;Shopee;12.12
O05084;C0142;P055;2024-08-16;5;0,35;Tokopedia;Ramadhan
O05085;C0942;P242;2025-03-30;2;0,08;Website;11.11
O05086;C0509;P117;2025-03-06;1;0,09;App;11.11
O05087;C0867;P097;2024-05-25;4;0,34;Shopee;12.12
O05088;C0462;P291;2025-04-19;3;0,37;Shopee;12.12
O05089;C0476;P084;2024-08-11;5;0,25;App;12.12
O05090;C0995;P288;2024-07-24;4;0,21;Tokopedia;Ramadhan
O05091;C0891;P180;2024-06-06;1;0,21;Website;12.12
O05092;C0100;P128;2024-05-27;2;0,05;Website;12.12
O05093;C0210;P267;2025-03-04;1;0,11;Tokopedia;12.12
O05094;C0533;P193;2024-08-21;3;0,19;Tokopedia;None
O05095;C0826;P010;2024-05-26;2;0,05;App;None
O05096;C0819;P220;2025-06-18;2;0,03;Website;11.11
O05097;C0418;P283;2025-05-28;1;0,27;Website;None
O05098;C0723;P024;2024-11-28;4;0,12;Shopee;None
O05099;C0192;P177;2025-07-09;1;0,01;Website;11.11
O05100;C0046;P046;2025-01-28;1;0,35;App;11.11
O05101;C1000;P243;2025-08-06;5;0,34;Shopee;12.12
O05102;C0532;P026;2025-04-09;1;0;Tokopedia;None
O05103;C0965;P103;2025-05-05;4;0,13;App;None
O05104;C0306;P187;2025-08-22;4;0,06;Website;11.11
O05105;C0971;P012;2024-07-22;1;0,14;Tokopedia;12.12
O05106;C0945;P048;2024-11-24;3;0,22;Tokopedia;None
O05107;C0412;P175;2025-10-18;2;0,12;Website;11.11
O05108;C0530;P092;2024-01-02;1;0,07;Website;None
O05109;C0047;P198;2024-02-10;4;0,27;Tokopedia;None
O05110;C0964;P046;2024-12-26;1;0,38;Tokopedia;12.12
O05111;C0672;P132;2025-11-22;3;0,12;Shopee;11.11
O05112;C0256;P279;2024-09-13;3;0,2;App;11.11
O05113;C0750;P119;2024-10-10;2;0,29;Website;11.11
O05114;C0987;P007;2024-01-22;2;0,18;Website;12.12
O05115;C0181;P047;2024-09-15;4;0,26;Shopee;11.11
O05116;C0151;P064;2025-09-14;5;0,16;Website;Ramadhan
O05117;C0669;P108;2025-09-14;4;0,14;App;None
O05118;C0006;P034;2024-02-22;1;0,34;App;12.12
O05119;C0535;P006;2024-05-25;3;0,17;Website;12.12
O05120;C0362;P226;2024-01-30;3;0,03;Tokopedia;None
O05121;C0303;P219;2025-04-26;1;0,33;App;None
O05122;C0459;P296;2024-03-27;2;0,14;Shopee;Ramadhan
O05123;C0010;P167;2024-09-25;1;0,07;Shopee;Ramadhan
O05124;C0408;P075;2025-10-19;2;0,35;Website;Ramadhan
O05125;C0318;P258;2025-10-06;4;0,23;Shopee;None
O05126;C0161;P132;2024-03-19;4;0,35;App;11.11
O05127;C0679;P243;2025-02-17;3;0,39;Tokopedia;None
O05128;C0805;P230;2024-05-16;2;0,05;App;None
O05129;C0786;P186;2025-04-09;3;0,37;App;None
O05130;C0250;P178;2024-10-07;4;0,29;App;Ramadhan
O05131;C0507;P078;2024-07-30;3;0,13;App;None
O05132;C0493;P277;2025-11-19;5;0,28;Shopee;Ramadhan
O05133;C0648;P035;2025-10-11;1;0,33;Shopee;11.11
O05134;C0825;P003;2024-06-07;2;0,35;Website;12.12
O05135;C0438;P300;2025-01-13;3;0,11;Tokopedia;11.11
O05136;C0161;P094;2025-10-04;4;0,14;Website;12.12
O05137;C0807;P068;2024-01-19;4;0,4;App;12.12
O05138;C0957;P070;2025-01-16;2;0,37;Website;11.11
O05139;C0540;P188;2025-04-03;1;0,37;Website;11.11
O05140;C0417;P021;2024-02-06;1;0,23;App;11.11
O05141;C0070;P010;2025-02-23;4;0,39;Tokopedia;11.11
O05142;C0354;P151;2025-02-05;1;0,2;Tokopedia;None
O05143;C0924;P096;2025-03-30;3;0,14;Tokopedia;12.12
O05144;C0247;P258;2024-10-05;2;0,2;Website;12.12
O05145;C0034;P205;2025-07-07;5;0,21;Tokopedia;Ramadhan
O05146;C0941;P031;2025-11-29;3;0,21;Shopee;None
O05147;C0413;P042;2025-09-02;2;0,35;Shopee;12.12
O05148;C0112;P078;2025-04-19;3;0,15;Website;11.11
O05149;C0110;P071;2025-04-10;1;0,02;Shopee;12.12
O05150;C0991;P114;2025-03-29;1;0,08;Website;Ramadhan
O05151;C0060;P292;2025-05-05;1;0,2;Tokopedia;12.12
O05152;C0942;P144;2025-01-06;3;0,23;Website;11.11
O05153;C0575;P229;2025-09-02;1;0,29;Shopee;11.11
O05154;C0682;P133;2024-10-29;5;0,16;App;12.12
O05155;C0718;P188;2025-10-26;5;0,03;Shopee;None
O05156;C0250;P205;2025-07-21;1;0,35;Website;11.11
O05157;C0086;P194;2025-07-20;5;0,3;Website;12.12
O05158;C0305;P271;2024-11-06;1;0,02;App;None
O05159;C0932;P051;2025-08-12;4;0,19;Shopee;12.12
O05160;C0013;P134;2025-03-22;3;0,4;Tokopedia;None
O05161;C0773;P211;2025-10-17;2;0,21;Website;None
O05162;C0854;P065;2024-08-07;3;0,22;Website;12.12
O05163;C0188;P290;2024-08-28;4;0,28;Tokopedia;None
O05164;C0621;P222;2025-09-04;1;0,4;App;12.12
O05165;C0603;P237;2024-11-08;4;0,02;Website;12.12
O05166;C0384;P068;2024-03-29;4;0,1;Website;11.11
O05167;C0497;P120;2024-03-04;3;0,35;App;11.11
O05168;C0562;P095;2024-01-10;5;0,02;App;12.12
O05169;C0202;P025;2024-10-04;3;0,18;Website;12.12
O05170;C0715;P268;2024-05-10;5;0,1;Website;11.11
O05171;C0294;P161;2025-11-21;4;0,17;App;None
O05172;C0063;P037;2024-04-29;3;0,18;Shopee;12.12
O05173;C0868;P131;2025-08-02;5;0,14;App;11.11
O05174;C0376;P207;2025-02-21;3;0,26;Shopee;11.11
O05175;C0174;P044;2025-06-18;3;0,15;Shopee;None
O05176;C0099;P285;2024-03-25;1;0,35;Website;None
O05177;C0028;P054;2024-08-01;4;0,29;App;11.11
O05178;C0782;P101;2024-09-10;4;0,09;Website;11.11
O05179;C0539;P285;2025-06-29;3;0,12;App;11.11
O05180;C0816;P009;2025-06-03;1;0,32;Tokopedia;Ramadhan
O05181;C0805;P237;2025-07-29;2;0,28;Shopee;11.11
O05182;C0282;P214;2024-01-17;1;0,23;App;None
O05183;C0615;P282;2024-09-06;5;0,12;Tokopedia;None
O05184;C0562;P217;2025-11-27;1;0,29;App;11.11
O05185;C0329;P055;2024-12-18;3;0,26;Tokopedia;None
O05186;C0931;P138;2025-01-24;3;0,36;Website;Ramadhan
O05187;C0752;P200;2024-04-18;1;0,21;App;Ramadhan
O05188;C0599;P038;2025-12-25;3;0,31;Tokopedia;Ramadhan
O05189;C0471;P075;2025-03-09;3;0,06;Tokopedia;12.12
O05190;C0636;P258;2025-06-12;5;0,19;App;Ramadhan
O05191;C0498;P250;2025-09-14;3;0,18;Website;None
O05192;C0935;P193;2025-02-05;3;0,32;Shopee;None
O05193;C0013;P027;2024-01-16;4;0,4;Tokopedia;None
O05194;C0837;P279;2025-08-01;1;0,08;Tokopedia;11.11
O05195;C0237;P274;2025-10-04;2;0,31;Website;None
O05196;C0805;P167;2025-09-04;2;0,03;Website;11.11
O05197;C0980;P125;2024-10-17;5;0,07;Website;11.11
O05198;C0326;P272;2024-12-02;2;0,03;Tokopedia;Ramadhan
O05199;C0720;P143;2025-02-16;5;0,27;App;11.11
O05200;C0206;P178;2024-08-30;4;0,15;Shopee;11.11
O05201;C0935;P246;2025-08-07;5;0,16;Shopee;11.11
O05202;C0560;P043;2024-07-25;5;0,25;Tokopedia;Ramadhan
O05203;C0637;P143;2025-01-21;4;0,01;App;Ramadhan
O05204;C0831;P280;2024-06-17;3;0,02;Shopee;None
O05205;C0532;P178;2025-01-15;5;0,39;App;11.11
O05206;C0984;P291;2025-03-14;1;0,08;App;None
O05207;C0156;P079;2024-12-26;2;0,38;Shopee;12.12
O05208;C0109;P176;2024-10-07;1;0,25;Website;None
O05209;C0849;P278;2025-11-29;2;0,23;Website;11.11
O05210;C0824;P097;2024-11-18;4;0,04;Tokopedia;11.11
O05211;C0349;P289;2025-06-15;4;0,01;Shopee;Ramadhan
O05212;C0502;P046;2025-04-11;3;0,04;Website;None
O05213;C0710;P286;2024-06-26;1;0;Tokopedia;11.11
O05214;C0988;P130;2024-09-15;5;0,35;App;11.11
O05215;C0472;P115;2025-10-02;2;0,08;App;12.12
O05216;C0026;P144;2025-10-27;5;0,37;Website;None
O05217;C0900;P114;2024-04-11;2;0,07;Shopee;12.12
O05218;C0779;P058;2025-01-05;1;0,19;Tokopedia;12.12
O05219;C0081;P101;2024-04-06;3;0,29;Shopee;11.11
O05220;C0657;P288;2024-04-15;2;0,31;Website;11.11
O05221;C0788;P116;2025-03-22;2;0,23;App;None
O05222;C0981;P008;2025-12-28;1;0,4;Tokopedia;12.12
O05223;C0023;P292;2024-10-19;4;0,2;Tokopedia;Ramadhan
O05224;C0361;P204;2025-04-27;1;0,38;App;None
O05225;C0212;P055;2024-12-05;3;0,02;Website;Ramadhan
O05226;C0406;P253;2024-05-02;3;0,06;Tokopedia;11.11
O05227;C0613;P014;2025-09-15;5;0,15;Shopee;None
O05228;C0785;P187;2025-01-14;4;0,33;Shopee;12.12
O05229;C0114;P187;2025-01-15;5;0,37;Shopee;Ramadhan
O05230;C0762;P190;2025-03-07;3;0,32;Website;12.12
O05231;C0683;P292;2025-08-12;4;0,27;Tokopedia;Ramadhan
O05232;C0186;P124;2025-10-28;5;0,14;Shopee;None
O05233;C0016;P130;2024-12-27;4;0,21;Shopee;11.11
O05234;C0020;P129;2024-01-28;5;0,2;Shopee;None
O05235;C0523;P018;2024-05-17;2;0,25;App;None
O05236;C0884;P164;2025-05-31;5;0,24;App;12.12
O05237;C0272;P127;2025-04-23;4;0,09;Tokopedia;11.11
O05238;C0873;P164;2025-12-29;5;0,21;App;11.11
O05239;C0857;P256;2025-04-12;2;0,04;Website;12.12
O05240;C0264;P044;2024-11-28;2;0,08;App;None
O05241;C0231;P282;2025-10-20;4;0,23;Shopee;None
O05242;C0700;P067;2025-03-23;2;0,13;Shopee;Ramadhan
O05243;C0388;P175;2024-07-24;3;0,26;Shopee;None
O05244;C0262;P159;2025-09-05;3;0;Tokopedia;12.12
O05245;C0563;P039;2024-02-09;1;0,08;Tokopedia;11.11
O05246;C0502;P076;2024-06-12;4;0,12;Shopee;11.11
O05247;C0310;P268;2024-07-22;5;0,06;Website;11.11
O05248;C0694;P222;2025-11-22;4;0,31;Website;Ramadhan
O05249;C0927;P081;2024-12-19;5;0,25;Tokopedia;11.11
O05250;C0591;P083;2024-04-02;5;0,24;Shopee;12.12
O05251;C0530;P032;2024-08-16;2;0,11;App;None
O05252;C0606;P008;2024-05-07;1;0,24;Website;None
O05253;C0565;P164;2024-12-26;5;0,16;Website;12.12
O05254;C0191;P143;2025-11-26;3;0,19;Website;12.12
O05255;C0191;P232;2025-08-13;5;0,09;Tokopedia;None
O05256;C0518;P205;2024-08-17;3;0,33;Shopee;Ramadhan
O05257;C0240;P192;2025-07-13;2;0,4;Tokopedia;None
O05258;C0937;P207;2025-03-04;2;0,23;App;Ramadhan
O05259;C0088;P204;2025-07-02;2;0,36;Tokopedia;12.12
O05260;C0554;P219;2025-12-27;4;0,02;Tokopedia;12.12
O05261;C0826;P247;2025-07-13;4;0,02;Tokopedia;Ramadhan
O05262;C0534;P245;2025-03-24;4;0,18;App;None
O05263;C0360;P115;2025-04-05;2;0,34;App;Ramadhan
O05264;C0859;P299;2025-06-06;2;0,09;Tokopedia;11.11
O05265;C0256;P007;2024-11-22;4;0,19;Shopee;None
O05266;C0298;P300;2024-04-03;2;0,27;App;12.12
O05267;C0675;P149;2025-03-08;5;0,29;App;12.12
O05268;C0354;P189;2024-09-25;5;0,31;Shopee;11.11
O05269;C0787;P111;2024-05-23;5;0,08;Shopee;12.12
O05270;C0711;P179;2024-03-03;3;0,05;Shopee;Ramadhan
O05271;C0113;P147;2025-04-08;4;0,03;Website;Ramadhan
O05272;C0746;P152;2025-04-18;1;0,17;Tokopedia;11.11
O05273;C0568;P297;2025-11-26;1;0,24;Website;None
O05274;C0354;P201;2024-06-16;5;0,21;App;11.11
O05275;C0291;P095;2025-02-03;1;0,08;Tokopedia;Ramadhan
O05276;C0048;P133;2024-03-25;3;0,3;Tokopedia;Ramadhan
O05277;C0823;P066;2025-01-23;4;0,05;Website;Ramadhan
O05278;C0538;P227;2025-09-26;1;0,06;Tokopedia;None
O05279;C0667;P169;2024-07-13;4;0,07;Website;None
O05280;C0731;P215;2025-01-30;5;0,38;Tokopedia;12.12
O05281;C0974;P201;2024-11-06;1;0,1;App;Ramadhan
O05282;C0053;P261;2025-04-23;5;0,09;Tokopedia;11.11
O05283;C0780;P225;2025-02-18;3;0,26;Tokopedia;11.11
O05284;C0311;P015;2025-03-26;1;0,31;Tokopedia;11.11
O05285;C0413;P297;2024-08-16;5;0,03;Shopee;Ramadhan
O05286;C0072;P048;2024-06-30;3;0,35;Shopee;12.12
O05287;C0493;P059;2024-02-25;4;0,21;Tokopedia;Ramadhan
O05288;C0857;P027;2024-09-16;1;0,1;Tokopedia;12.12
O05289;C0639;P285;2024-01-15;5;0,06;Tokopedia;12.12
O05290;C0174;P201;2024-02-02;2;0,02;App;11.11
O05291;C0935;P132;2025-11-10;1;0,37;Website;12.12
O05292;C0628;P295;2025-03-24;2;0,38;Website;12.12
O05293;C0996;P006;2024-06-18;4;0,07;Shopee;12.12
O05294;C0392;P243;2024-12-22;2;0,2;Website;None
O05295;C0261;P243;2024-09-04;5;0,33;App;None
O05296;C0961;P129;2024-09-07;2;0,25;Shopee;11.11
