Order_ID;Courier;Shipping_Days;Status
O04599;JNE;4;Delivered
O04600;JNE;1;Delivered
O04601;SiCepat;9;Delivered
O04602;SiCepat;1;Delivered
O04603;AnterAja;10;Delivered
O04604;J&T;10;Delivered
O04605;J&T;5;Delivered
O04606;SiCepat;7;Delivered
O04607;JNE;8;Delivered
O04608;SiCepat;7;Delivered
O04609;AnterAja;10;Delivered
O04610;JNE;1;Delivered
O04611;SiCepat;8;Late
O04612;AnterAja;7;Delivered
O04613;SiCepat;1;Delivered
O04614;JNE;5;Delivered
O04615;AnterAja;8;Delivered
O04616;SiCepat;10;Late
O04617;SiCepat;9;Delivered
O04618;J&T;9;Delivered
O04619;J&T;7;Delivered
O04620;AnterAja;8;Delivered
O04621;JNE;7;Delivered
O04622;JNE;1;Late
O04623;SiCepat;9;Returned
O04624;JNE;6;Delivered
O04625;JNE;10;Delivered
O04626;AnterAja;2;Delivered
O04627;J&T;7;Delivered
O04628;JNE;10;Delivered
O04629;SiCepat;3;Delivered
O04630;AnterAja;8;Cancelled
O04631;AnterAja;9;Delivered
O04632;AnterAja;1;Delivered
O04633;JNE;1;Delivered
O04634;SiCepat;8;Delivered
O04635;JNE;7;Delivered
O04636;JNE;1;Delivered
O04637;JNE;10;Delivered
O04638;SiCepat;9;Returned
O04639;JNE;10;Delivered
O04640;JNE;5;Delivered
O04641;SiCepat;1;Delivered
O04642;AnterAja;8;Delivered
O04643;J&T;7;Delivered
O04644;JNE;5;Delivered
O04645;J&T;10;Delivered
O04646;JNE;8;Delivered
O04647;SiCepat;4;Delivered
O04648;AnterAja;6;Delivered
O04649;SiCepat;3;Delivered
O04650;SiCepat;4;Delivered
O04651;AnterAja;1;Delivered
O04652;SiCepat;2;Delivered
O04653;SiCepat;2;Delivered
O04654;SiCepat;4;Delivered
O04655;SiCepat;6;Delivered
O04656;J&T;5;Late
O04657;J&T;5;Delivered
O04658;AnterAja;10;Delivered
O04659;J&T;6;Delivered
O04660;SiCepat;4;Delivered
O04661;SiCepat;5;Late
O04662;JNE;2;Delivered
O04663;SiCepat;1;Delivered
O04664;JNE;5;Delivered
O04665;J&T;8;Delivered
O04666;AnterAja;5;Delivered
O04667;SiCepat;3;Delivered
O04668;SiCepat;5;Delivered
O04669;AnterAja;3;Delivered
O04670;SiCepat;4;Delivered
O04671;JNE;7;Delivered
O04672;J&T;7;Delivered
O04673;JNE;7;Delivered
O04674;SiCepat;2;Cancelled
O04675;AnterAja;6;Returned
O04676;SiCepat;2;Delivered
O04677;J&T;4;Delivered
O04678;J&T;7;Delivered
O04679;AnterAja;4;Delivered
O04680;JNE;10;Returned
O04681;SiCepat;3;Returned
O04682;SiCepat;3;Delivered
O04683;AnterAja;6;Delivered
O04684;J&T;4;Delivered
O04685;J&T;5;Delivered
O04686;SiCepat;2;Delivered
O04687;AnterAja;5;Delivered
O04688;AnterAja;8;Delivered
O04689;J&T;9;Delivered
O04690;JNE;4;Late
O04691;JNE;2;Delivered
O04692;J&T;2;Delivered
O04693;AnterAja;7;Delivered
O04694;AnterAja;4;Delivered
O04695;JNE;10;Delivered
O04696;AnterAja;3;Delivered
O04697;SiCepat;7;Delivered
O04698;J&T;8;Late
O04699;AnterAja;9;Delivered
O04700;JNE;7;Delivered
O04701;J&T;3;Delivered
O04702;SiCepat;1;Delivered
O04703;SiCepat;6;Delivered
O04704;SiCepat;2;Delivered
O04705;AnterAja;8;Delivered
O04706;J&T;3;Late
O04707;J&T;6;Delivered
O04708;AnterAja;7;Delivered
O04709;JNE;9;Delivered
O04710;JNE;2;Delivered
O04711;J&T;4;Delivered
O04712;SiCepat;4;Delivered
O04713;AnterAja;5;Delivered
O04714;AnterAja;5;Delivered
O04715;JNE;10;Delivered
O04716;JNE;1;Delivered
O04717;J&T;8;Delivered
O04718;JNE;8;Delivered
O04719;J&T;1;Late
O04720;AnterAja;7;Delivered
O04721;AnterAja;8;Late
O04722;JNE;4;Delivered
O04723;SiCepat;2;Delivered
O04724;SiCepat;4;Returned
O04725;J&T;4;Delivered
O04726;JNE;2;Delivered
O04727;J&T;8;Delivered
O04728;J&T;5;Delivered
O04729;SiCepat;7;Delivered
O04730;JNE;1;Delivered
O04731;JNE;1;Delivered
O04732;J&T;4;Delivered
O04733;AnterAja;3;Delivered
O04734;AnterAja;2;Delivered
O04735;AnterAja;2;Delivered
O04736;JNE;4;Returned
O04737;SiCepat;8;Delivered
O04738;SiCepat;4;Delivered
O04739;SiCepat;5;Delivered
O04740;SiCepat;7;Delivered
O04741;JNE;1;Delivered
O04742;AnterAja;2;Delivered
O04743;J&T;8;Delivered
O04744;AnterAja;5;Delivered
O04745;AnterAja;9;Delivered
O04746;J&T;7;Delivered
O04747;AnterAja;9;Delivered
O04748;SiCepat;8;Delivered
O04749;JNE;3;Delivered
O04750;SiCepat;6;Delivered
O04751;J&T;10;Late
O04752;J&T;4;Delivered
O04753;J&T;1;Delivered
O04754;SiCepat;5;Delivered
O04755;SiCepat;7;Delivered
O04756;AnterAja;10;Delivered
O04757;AnterAja;2;Delivered
O04758;JNE;9;Delivered
O04759;SiCepat;8;Delivered
O04760;JNE;1;Delivered
O04761;J&T;8;Delivered
O04762;JNE;5;Returned
O04763;SiCepat;9;Delivered
O04764;SiCepat;7;Delivered
O04765;JNE;2;Late
O04766;SiCepat;3;Delivered
O04767;J&T;8;Cancelled
O04768;J&T;2;Delivered
O04769;AnterAja;8;Delivered
O04770;AnterAja;9;Delivered
O04771;J&T;9;Delivered
O04772;JNE;3;Delivered
O04773;J&T;8;Returned
O04774;SiCepat;1;Delivered
O04775;SiCepat;4;Late
O04776;J&T;1;Delivered
O04777;JNE;1;Delivered
O04778;J&T;4;Delivered
O04779;JNE;5;Cancelled
O04780;SiCepat;1;Delivered
O04781;AnterAja;6;Delivered
O04782;JNE;3;Returned
O04783;AnterAja;1;Delivered
O04784;SiCepat;4;Cancelled
O04785;SiCepat;4;Delivered
O04786;AnterAja;10;Delivered
O04787;AnterAja;5;Delivered
O04788;JNE;4;Delivered
O04789;SiCepat;10;Delivered
O04790;AnterAja;4;Delivered
O04791;J&T;2;Cancelled
O04792;SiCepat;2;Delivered
O04793;AnterAja;10;Delivered
O04794;SiCepat;9;Delivered
O04795;SiCepat;5;Delivered
O04796;AnterAja;9;Cancelled
O04797;JNE;10;Delivered
O04798;AnterAja;9;Delivered
O04799;J&T;6;Delivered
O04800;J&T;10;Cancelled
O04801;SiCepat;3;Delivered
O04802;J&T;10;Delivered
O04803;AnterAja;3;Delivered
O04804;J&T;6;Delivered
O04805;AnterAja;9;Delivered
O04806;J&T;1;Delivered
O04807;AnterAja;1;Delivered
O04808;JNE;7;Delivered
O04809;JNE;2;Delivered
O04810;SiCepat;10;Delivered
O04811;AnterAja;3;Delivered
O04812;SiCepat;5;Delivered
O04813;JNE;10;Delivered
O04814;AnterAja;6;Delivered
O04815;SiCepat;1;Returned
O04816;JNE;9;Returned
O04817;J&T;10;Delivered
O04818;JNE;5;Delivered
O04819;AnterAja;6;Delivered
O04820;J&T;5;Delivered
O04821;J&T;1;Delivered
O04822;JNE;2;Delivered
O04823;SiCepat;9;Late
O04824;J&T;6;Delivered
O04825;AnterAja;1;Delivered
O04826;AnterAja;1;Late
O04827;AnterAja;6;Delivered
O04828;AnterAja;2;Delivered
O04829;J&T;7;Delivered
O04830;SiCepat;5;Delivered
O04831;J&T;8;Delivered
O04832;JNE;10;Delivered
O04833;SiCepat;6;Delivered
O04834;SiCepat;3;Delivered
O04835;AnterAja;6;Delivered
O04836;J&T;5;Delivered
O04837;AnterAja;4;Delivered
O04838;J&T;8;Delivered
O04839;JNE;5;Delivered
O04840;J&T;10;Late
O04841;SiCepat;10;Delivered
O04842;SiCepat;3;Delivered
O04843;JNE;6;Cancelled
O04844;JNE;1;Delivered
O04845;AnterAja;7;Delivered
O04846;SiCepat;7;Delivered
O04847;JNE;10;Delivered
O04848;JNE;5;Delivered
O04849;J&T;10;Delivered
O04850;AnterAja;4;Delivered
O04851;AnterAja;8;Late
O04852;JNE;10;Delivered
O04853;AnterAja;8;Delivered
O04854;JNE;4;Delivered
O04855;J&T;9;Delivered
O04856;SiCepat;6;Delivered
O04857;SiCepat;10;Delivered
O04858;J&T;9;Delivered
O04859;AnterAja;10;Late
O04860;J&T;6;Delivered
O04861;SiCepat;8;Delivered
O04862;AnterAja;1;Delivered
O04863;AnterAja;7;Delivered
O04864;SiCepat;5;Late
O04865;AnterAja;3;Delivered
O04866;AnterAja;7;Late
O04867;J&T;10;Delivered
O04868;JNE;7;Delivered
O04869;J&T;5;Delivered
O04870;AnterAja;6;Delivered
O04871;JNE;5;Delivered
O04872;AnterAja;4;Delivered
O04873;AnterAja;10;Delivered
O04874;SiCepat;1;Delivered
O04875;SiCepat;7;Delivered
O04876;SiCepat;1;Returned
O04877;SiCepat;4;Delivered
O04878;SiCepat;7;Delivered
O04879;JNE;10;Delivered
O04880;AnterAja;7;Delivered
O04881;AnterAja;4;Delivered
O04882;AnterAja;4;Delivered
O04883;AnterAja;9;Delivered
O04884;AnterAja;8;Delivered
O04885;J&T;7;Delivered
O04886;J&T;3;Delivered
O04887;JNE;8;Delivered
O04888;J&T;6;Returned
O04889;AnterAja;4;Delivered
O04890;SiCepat;6;Delivered
O04891;AnterAja;9;Delivered
O04892;AnterAja;2;Delivered
O04893;JNE;2;Delivered
O04894;AnterAja;5;Delivered
O04895;JNE;10;Delivered
O04896;J&T;2;Delivered
O04897;J&T;2;Delivered
O04898;SiCepat;2;Delivered
O04899;SiCepat;8;Delivered
O04900;SiCepat;2;Delivered
O04901;J&T;7;Cancelled
O04902;JNE;5;Delivered
O04903;SiCepat;1;Delivered
O04904;J&T;5;Delivered
O04905;AnterAja;4;Delivered
O04906;J&T;7;Delivered
O04907;AnterAja;6;Delivered
O04908;AnterAja;4;Delivered
O04909;AnterAja;5;Delivered
O04910;JNE;1;Late
O04911;JNE;8;Delivered
O04912;SiCepat;6;Delivered
O04913;AnterAja;9;Late
O04914;J&T;10;Delivered
O04915;AnterAja;4;Delivered
O04916;SiCepat;9;Cancelled
O04917;SiCepat;3;Delivered
O04918;J&T;10;Delivered
O04919;SiCepat;9;Delivered
O04920;J&T;3;Late
O04921;AnterAja;3;Delivered
O04922;AnterAja;7;Delivered
O04923;JNE;5;Delivered
O04924;SiCepat;3;Delivered
O04925;SiCepat;5;Delivered
O04926;J&T;1;Delivered
O04927;AnterAja;5;Delivered
O04928;JNE;8;Delivered
O04929;SiCepat;5;Delivered
O04930;SiCepat;9;Delivered
O04931;AnterAja;7;Delivered
O04932;SiCepat;7;Delivered
O04933;AnterAja;2;Delivered
O04934;SiCepat;7;Delivered
O04935;J&T;2;Delivered
O04936;J&T;3;Delivered
O04937;JNE;9;Returned
O04938;AnterAja;3;Delivered
O04939;JNE;6;Delivered
O04940;AnterAja;9;Delivered
O04941;J&T;8;Delivered
O04942;AnterAja;7;Delivered
O04943;SiCepat;5;Late
O04944;SiCepat;5;Delivered
O04945;JNE;8;Delivered
O04946;AnterAja;6;Delivered
O04947;J&T;10;Delivered
O04948;JNE;1;Delivered
O04949;SiCepat;5;Delivered
O04950;AnterAja;5;Delivered
O04951;AnterAja;3;Delivered
O04952;J&T;2;Delivered
O04953;JNE;5;Returned
O04954;SiCepat;1;Delivered
O04955;SiCepat;4;Late
O04956;JNE;10;Delivered
O04957;SiCepat;7;Late
O04958;JNE;4;Delivered
O04959;J&T;5;Delivered
O04960;SiCepat;2;Delivered
O04961;AnterAja;9;Late
O04962;SiCepat;3;Delivered
O04963;AnterAja;6;Delivered
O04964;SiCepat;10;Delivered
O04965;J&T;2;Delivered
O04966;J&T;5;Delivered
O04967;JNE;3;Delivered
O04968;J&T;2;Returned
O04969;JNE;9;Delivered
O04970;J&T;4;Delivered
O04971;AnterAja;9;Delivered
O04972;AnterAja;2;Delivered
O04973;J&T;8;Delivered
O04974;SiCepat;10;Delivered
O04975;AnterAja;6;Delivered
O04976;J&T;1;Delivered
O04977;SiCepat;7;Returned
O04978;JNE;5;Delivered
O04979;AnterAja;2;Returned
O04980;JNE;7;Delivered
O04981;SiCepat;3;Cancelled
O04982;SiCepat;8;Delivered
O04983;J&T;4;Delivered
O04984;J&T;4;Delivered
O04985;SiCepat;8;Delivered
O04986;AnterAja;7;Delivered
O04987;SiCepat;2;Returned
O04988;AnterAja;6;Delivered
O04989;JNE;8;Delivered
O04990;AnterAja;7;Returned
O04991;SiCepat;4;Delivered
O04992;J&T;9;Delivered
O04993;AnterAja;4;Delivered
O04994;SiCepat;3;Late
O04995;AnterAja;5;Delivered
O04996;JNE;2;Delivered
O04997;AnterAja;1;Delivered
O04998;SiCepat;7;Delivered
O04999;AnterAja;9;Delivered
O05000;J&T;1;Delivered
O05001;JNE;9;Delivered
O05002;JNE;3;Delivered
O05003;AnterAja;4;Delivered
O05004;AnterAja;4;Delivered
O05005;JNE;10;Delivered
O05006;J&T;9;Returned
O05007;J&T;4;Delivered
O05008;JNE;6;Delivered
O05009;AnterAja;2;Delivered
O05010;SiCepat;8;Delivered
O05011;J&T;8;Delivered
O05012;JNE;6;Delivered
O05013;J&T;10;Delivered
O05014;SiCepat;3;Delivered
O05015;JNE;9;Delivered
O05016;JNE;10;Delivered
O05017;AnterAja;9;Delivered
O05018;SiCepat;1;Delivered
O05019;AnterAja;8;Delivered
O05020;JNE;7;Delivered
O05021;J&T;1;Delivered
O05022;AnterAja;10;Delivered
O05023;AnterAja;2;Delivered
O05024;SiCepat;5;Delivered
O05025;J&T;1;Delivered
O05026;J&T;8;Delivered
O05027;JNE;1;Delivered
O05028;AnterAja;9;Delivered
O05029;SiCepat;8;Delivered
O05030;J&T;8;Delivered
O05031;JNE;2;Delivered
O05032;J&T;6;Delivered
O05033;AnterAja;9;Delivered
O05034;J&T;8;Delivered
O05035;JNE;8;Delivered
O05036;SiCepat;7;Delivered
O05037;SiCepat;7;Late
O05038;AnterAja;7;Delivered
O05039;J&T;7;Delivered
O05040;AnterAja;2;Delivered
O05041;J&T;6;Delivered
O05042;AnterAja;7;Delivered
O05043;J&T;9;Delivered
O05044;J&T;5;Delivered
O05045;AnterAja;8;Delivered
O05046;JNE;8;Delivered
O05047;J&T;9;Delivered
O05048;SiCepat;2;Delivered
O05049;AnterAja;7;Late
O05050;SiCepat;5;Delivered
O05051;SiCepat;1;Delivered
O05052;J&T;9;Delivered
O05053;JNE;3;Delivered
O05054;J&T;8;Delivered
O05055;JNE;7;Late
O05056;JNE;8;Delivered
O05057;AnterAja;10;Cancelled
O05058;AnterAja;5;Delivered
O05059;J&T;7;Delivered
O05060;JNE;2;Delivered
O05061;AnterAja;4;Delivered
O05062;JNE;8;Cancelled
O05063;AnterAja;2;Delivered
O05064;JNE;8;Delivered
O05065;JNE;4;Late
O05066;JNE;5;Delivered
O05067;J&T;2;Cancelled
O05068;SiCepat;8;Delivered
O05069;J&T;5;Delivered
O05070;J&T;9;Delivered
O05071;AnterAja;3;Delivered
O05072;JNE;1;Delivered
O05073;AnterAja;6;Delivered
O05074;J&T;8;Delivered
O05075;SiCepat;6;Late
O05076;SiCepat;9;Delivered
O05077;SiCepat;5;Delivered
O05078;J&T;3;Cancelled
O05079;AnterAja;9;Delivered
O05080;J&T;2;Delivered
O05081;J&T;5;Delivered
O05082;AnterAja;5;Delivered
O05083;JNE;10;Delivered
O05084;AnterAja;6;Late
O05085;SiCepat;6;Delivered
O05086;AnterAja;7;Delivered
O05087;SiCepat;6;Delivered
O05088;SiCepat;8;Delivered
O05089;AnterAja;2;Delivered
O05090;AnterAja;9;Delivered
O05091;J&T;8;Delivered
O05092;J&T;9;Delivered
O05093;SiCepat;5;Delivered
O05094;J&T;3;Delivered
O05095;SiCepat;8;Delivered
O05096;SiCepat;8;Delivered
O05097;AnterAja;6;Delivered
O05098;AnterAja;8;Delivered
O05099;J&T;5;Delivered
O05100;J&T;4;Delivered
O05101;J&T;4;Delivered
O05102;AnterAja;8;Late
O05103;JNE;8;Delivered
O05104;SiCepat;9;Delivered
O05105;J&T;3;Delivered
O05106;SiCepat;6;Delivered
O05107;J&T;9;Delivered
O05108;J&T;4;Delivered
O05109;SiCepat;8;Delivered
O05110;J&T;1;Late
O05111;AnterAja;3;Delivered
O05112;J&T;2;Delivered
O05113;AnterAja;5;Delivered
O05114;J&T;9;Returned
O05115;AnterAja;9;Delivered
O05116;JNE;3;Delivered
O05117;J&T;9;Delivered
O05118;AnterAja;7;Delivered
O05119;JNE;6;Delivered
O05120;AnterAja;3;Delivered
O05121;JNE;5;Cancelled
O05122;AnterAja;3;Delivered
O05123;J&T;7;Cancelled
O05124;JNE;1;Late
O05125;JNE;4;Late
O05126;JNE;4;Delivered
O05127;SiCepat;8;Late
O05128;JNE;1;Delivered
O05129;JNE;4;Delivered
O05130;JNE;3;Cancelled
O05131;AnterAja;9;Delivered
O05132;JNE;4;Delivered
O05133;J&T;5;Late
O05134;JNE;3;Late
O05135;SiCepat;8;Delivered
O05136;SiCepat;8;Delivered
O05137;JNE;10;Delivered
O05138;J&T;4;Delivered
O05139;AnterAja;8;Delivered
O05140;AnterAja;6;Delivered
O05141;JNE;6;Delivered
O05142;J&T;1;Delivered
O05143;AnterAja;4;Delivered
O05144;J&T;8;Delivered
O05145;SiCepat;3;Delivered
O05146;AnterAja;7;Delivered
O05147;J&T;9;Delivered
O05148;J&T;3;Delivered
O05149;SiCepat;10;Delivered
O05150;J&T;8;Delivered
O05151;J&T;1;Delivered
O05152;J&T;9;Delivered
O05153;AnterAja;9;Delivered
O05154;JNE;6;Delivered
O05155;JNE;5;Delivered
O05156;J&T;8;Delivered
O05157;SiCepat;8;Delivered
O05158;AnterAja;10;Delivered
O05159;J&T;9;Delivered
O05160;JNE;5;Delivered
O05161;AnterAja;2;Delivered
O05162;JNE;10;Delivered
O05163;J&T;7;Late
O05164;J&T;5;Cancelled
O05165;JNE;4;Delivered
O05166;SiCepat;4;Delivered
O05167;JNE;7;Delivered
O05168;SiCepat;5;Delivered
O05169;SiCepat;9;Delivered
O05170;JNE;8;Delivered
O05171;JNE;10;Delivered
O05172;J&T;4;Delivered
O05173;J&T;9;Delivered
O05174;AnterAja;8;Delivered
O05175;AnterAja;1;Delivered
O05176;JNE;7;Cancelled
O05177;JNE;3;Delivered
O05178;JNE;10;Delivered
O05179;SiCepat;6;Delivered
O05180;SiCepat;5;Delivered
O05181;JNE;8;Delivered
O05182;JNE;3;Delivered
O05183;SiCepat;4;Delivered
O05184;SiCepat;5;Delivered
O05185;J&T;9;Delivered
O05186;JNE;5;Delivered
O05187;SiCepat;1;Delivered
O05188;J&T;6;Returned
O05189;J&T;4;Delivered
O05190;JNE;8;Delivered
O05191;AnterAja;3;Delivered
O05192;JNE;8;Delivered
O05193;JNE;4;Delivered
O05194;J&T;7;Delivered
O05195;JNE;10;Delivered
O05196;J&T;7;Delivered
O05197;AnterAja;9;Delivered
O05198;JNE;8;Delivered
O05199;AnterAja;7;Delivered
O05200;AnterAja;10;Delivered
O05201;J&T;10;Cancelled
O05202;AnterAja;6;Delivered
O05203;J&T;7;Delivered
O05204;SiCepat;10;Delivered
O05205;SiCepat;3;Late
O05206;JNE;5;Delivered
O05207;SiCepat;6;Delivered
O05208;AnterAja;8;Delivered
O05209;JNE;9;Delivered
O05210;AnterAja;6;Delivered
O05211;AnterAja;7;Delivered
O05212;AnterAja;2;Delivered
O05213;JNE;7;Late
O05214;JNE;5;Returned
O05215;JNE;9;Delivered
O05216;SiCepat;3;Late
O05217;SiCepat;10;Delivered
O05218;JNE;5;Cancelled
O05219;JNE;4;Delivered
O05220;SiCepat;6;Delivered
O05221;SiCepat;8;Delivered
O05222;JNE;7;Delivered
O05223;AnterAja;6;Delivered
O05224;J&T;10;Delivered
O05225;AnterAja;10;Delivered
O05226;AnterAja;8;Delivered
O05227;JNE;3;Delivered
O05228;J&T;3;Delivered
O05229;JNE;1;Delivered
O05230;AnterAja;1;Delivered
O05231;JNE;8;Delivered
O05232;SiCepat;8;Delivered
O05233;SiCepat;1;Delivered
O05234;SiCepat;1;Delivered
O05235;J&T;6;Delivered
O05236;AnterAja;8;Delivered
O05237;J&T;6;Delivered
O05238;SiCepat;6;Delivered
O05239;AnterAja;9;Delivered
O05240;SiCepat;1;Delivered
O05241;JNE;4;Delivered
O05242;J&T;3;Delivered
O05243;JNE;4;Delivered
O05244;AnterAja;9;Delivered
O05245;JNE;9;Delivered
O05246;JNE;7;Delivered
O05247;SiCepat;3;Delivered
O05248;AnterAja;7;Delivered
O05249;JNE;1;Delivered
O05250;JNE;6;Delivered
O05251;J&T;5;Late
O05252;J&T;5;Delivered
O05253;J&T;3;Delivered
O05254;AnterAja;2;Delivered
O05255;SiCepat;1;Delivered
O05256;AnterAja;2;Delivered
O05257;J&T;10;Delivered
O05258;AnterAja;4;Delivered
O05259;SiCepat;9;Delivered
O05260;SiCepat;1;Delivered
O05261;SiCepat;3;Delivered
O05262;AnterAja;9;Delivered
O05263;J&T;2;Delivered
O05264;AnterAja;9;Delivered
O05265;JNE;1;Late
O05266;SiCepat;6;Delivered
O05267;SiCepat;9;Delivered
O05268;J&T;8;Delivered
O05269;AnterAja;3;Delivered
O05270;SiCepat;10;Delivered
O05271;AnterAja;5;Delivered
O05272;J&T;2;Delivered
O05273;AnterAja;3;Delivered
O05274;JNE;5;Delivered
O05275;J&T;2;Delivered
O05276;J&T;5;Delivered
O05277;JNE;7;Delivered
O05278;JNE;3;Late
O05279;JNE;10;Delivered
O05280;J&T;9;Delivered
O05281;J&T;6;Delivered
O05282;AnterAja;4;Delivered
O05283;JNE;8;Delivered
O05284;J&T;6;Delivered
O05285;AnterAja;5;Delivered
O05286;SiCepat;10;Delivered
O05287;AnterAja;8;Delivered
O05288;J&T;2;Delivered
O05289;SiCepat;9;Delivered
O05290;J&T;3;Delivered
O05291;J&T;10;Delivered
O05292;JNE;10;Delivered
O05293;J&T;5;Delivered
O05294;J&T;9;Delivered
O05295;JNE;3;Late
O05296;J&T;7;Delivered
O05297;J&T;10;Delivered
O05298;JNE;2;Delivered
O05299;AnterAja;7;Delivered
O05300;AnterAja;9;Cancelled
O05301;JNE;1;Delivered
O05302;AnterAja;1;Delivered
O05303;J&T;1;Delivered
O05304;SiCepat;1;Delivered
O05305;SiCepat;1;Returned
O05306;SiCepat;2;Delivered
O05307;JNE;9;Delivered
O05308;JNE;7;Delivered
O05309;SiCepat;5;Delivered
O05310;SiCepat;7;Delivered
O05311;SiCepat;6;Delivered
O05312;J&T;7;Delivered
O05313;SiCepat;6;Late
O05314;AnterAja;6;Delivered
O05315;JNE;2;Delivered
O05316;J&T;6;Delivered
O05317;SiCepat;10;Delivered
O05318;J&T;4;Delivered
O05319;SiCepat;9;Delivered
O05320;J&T;7;Delivered
O05321;SiCepat;3;Returned
O05322;AnterAja;2;Delivered
O05323;J&T;10;Delivered
O05324;JNE;6;Delivered
O05325;JNE;4;Late
O05326;JNE;5;Delivered
O05327;AnterAja;9;Delivered
O05328;SiCepat;3;Delivered
O05329;AnterAja;8;Delivered
O05330;J&T;1;Delivered
O05331;J&T;5;Cancelled
O05332;JNE;9;Delivered
O05333;AnterAja;10;Delivered
O05334;AnterAja;3;Delivered
O05335;J&T;9;Cancelled
O05336;AnterAja;7;Delivered
O05337;SiCepat;5;Delivered
O05338;AnterAja;1;Delivered
O05339;SiCepat;4;Delivered
O05340;SiCepat;1;Late
O05341;JNE;9;Delivered
O05342;AnterAja;7;Delivered
O05343;J&T;6;Delivered
O05344;J&T;10;Returned
O05345;AnterAja;6;Delivered
O05346;J&T;7;Delivered
O05347;AnterAja;8;Delivered
O05348;J&T;3;Delivered
O05349;AnterAja;9;Delivered
O05350;SiCepat;10;Delivered
O05351;J&T;2;Cancelled
O05352;JNE;6;Delivered
O05353;JNE;9;Delivered
O05354;J&T;5;Delivered
O05355;SiCepat;7;Delivered
O05356;J&T;8;Delivered
O05357;AnterAja;10;Delivered
O05358;JNE;5;Delivered
O05359;AnterAja;6;Cancelled
O05360;JNE;9;Delivered
O05361;AnterAja;6;Returned
O05362;AnterAja;6;Delivered
O05363;AnterAja;8;Late
O05364;J&T;4;Delivered
O05365;J&T;7;Delivered
O05366;JNE;7;Delivered
O05367;JNE;9;Late
O05368;J&T;8;Delivered
O05369;J&T;6;Delivered
O05370;AnterAja;1;Delivered
O05371;SiCepat;8;Delivered
O05372;JNE;8;Delivered
O05373;SiCepat;6;Delivered
O05374;AnterAja;6;Delivered
O05375;SiCepat;6;Delivered
O05376;JNE;3;Delivered
O05377;JNE;2;Delivered
O05378;SiCepat;9;Delivered
O05379;SiCepat;3;Late
O05380;J&T;2;Delivered
O05381;JNE;5;Delivered
O05382;SiCepat;5;Delivered
O05383;AnterAja;4;Delivered
O05384;JNE;1;Delivered
O05385;SiCepat;1;Delivered
O05386;JNE;2;Delivered
O05387;SiCepat;6;Delivered
O05388;JNE;3;Late
O05389;J&T;4;Delivered
O05390;SiCepat;7;Delivered
O05391;SiCepat;7;Delivered
O05392;SiCepat;6;Late
O05393;AnterAja;8;Late
O05394;J&T;9;Delivered
O05395;JNE;8;Returned
O05396;J&T;3;Delivered
O05397;AnterAja;6;Delivered
O05398;AnterAja;1;Delivered
O05399;JNE;1;Delivered
O05400;J&T;8;Delivered
O05401;AnterAja;8;Delivered
O05402;SiCepat;5;Delivered
O05403;AnterAja;8;Delivered
O05404;J&T;6;Delivered
O05405;JNE;5;Delivered
O05406;SiCepat;4;Delivered
O05407;JNE;2;Delivered
O05408;AnterAja;5;Late
O05409;J&T;4;Returned
O05410;AnterAja;2;Delivered
O05411;J&T;8;Delivered
O05412;J&T;5;Delivered
O05413;JNE;4;Delivered
O05414;SiCepat;4;Late
O05415;JNE;5;Delivered
O05416;JNE;3;Delivered
O05417;AnterAja;10;Delivered
O05418;AnterAja;2;Delivered
O05419;SiCepat;4;Delivered
O05420;SiCepat;5;Delivered
O05421;J&T;1;Delivered
O05422;JNE;3;Delivered
O05423;SiCepat;3;Delivered
O05424;J&T;7;Late
O05425;J&T;7;Delivered
O05426;SiCepat;10;Delivered
O05427;JNE;6;Delivered
O05428;AnterAja;3;Delivered
O05429;AnterAja;1;Delivered
O05430;AnterAja;1;Delivered
O05431;SiCepat;3;Delivered
O05432;JNE;4;Delivered
O05433;AnterAja;3;Delivered
O05434;SiCepat;4;Delivered
O05435;JNE;9;Delivered
O05436;SiCepat;3;Delivered
O05437;JNE;10;Delivered
O05438;SiCepat;7;Delivered
O05439;JNE;4;Cancelled
O05440;JNE;9;Delivered
O05441;SiCepat;7;Returned
O05442;J&T;10;Late
O05443;J&T;6;Delivered
O05444;AnterAja;8;Delivered
O05445;J&T;9;Delivered
O05446;J&T;9;Delivered
O05447;SiCepat;1;Returned
O05448;SiCepat;3;Late
O05449;JNE;5;Delivered
O05450;SiCepat;5;Delivered
O05451;J&T;8;Delivered
O05452;JNE;6;Delivered
O05453;J&T;2;Delivered
O05454;AnterAja;5;Delivered
O05455;AnterAja;6;Delivered
O05456;JNE;4;Delivered
O05457;J&T;5;Delivered
O05458;SiCepat;9;Delivered
O05459;JNE;1;Delivered
O05460;J&T;9;Delivered
O05461;SiCepat;2;Delivered
O05462;J&T;8;Delivered
O05463;AnterAja;7;Delivered
O05464;JNE;5;Delivered
O05465;JNE;4;Delivered
O05466;J&T;7;Delivered
O05467;SiCepat;4;Cancelled
O05468;JNE;8;Delivered
O05469;SiCepat;7;Delivered
O05470;JNE;3;Delivered
O05471;JNE;10;Delivered
O05472;J&T;8;Delivered
O05473;AnterAja;9;Delivered
O05474;J&T;6;Late
O05475;SiCepat;7;Delivered
O05476;JNE;1;Delivered
O05477;J&T;2;Delivered
O05478;AnterAja;5;Delivered
O05479;AnterAja;9;Delivered
