Customer_ID;Customer_Name;Gender;Age;City;Join_Date;Membership
C0886;Customer 886;Male;36;Bandung;2023-03-10;Gold
C0887;Customer 887;Female;39;Surabaya;2024-03-18;Platinum
C0888;Customer 888;Female;37;Semarang;2024-07-12;Platinum
C0889;Customer 889;Male;37;Bandung;2024-11-18;Platinum
C0890;Customer 890;Female;56;Semarang;2024-12-12;Silver
C0891;Customer 891;Female;52;Semarang;2023-11-21;Platinum
C0892;Customer 892;Female;43;Bandung;2023-04-30;Platinum
C0893;Customer 893;Male;28;Bandung;2023-05-27;Gold
C0894;Customer 894;Female;58;Medan;2023-04-10;Gold
C0895;Customer 895;Female;48;Surabaya;2023-02-05;Platinum
C0896;Customer 896;Female;21;Semarang;2023-06-02;Platinum
C0897;Customer 897;Female;33;Bandung;2024-10-01;Platinum
C0898;Customer 898;Male;28;Semarang;2024-05-31;Gold
C0899;Customer 899;Female;20;Surabaya;2023-04-11;Gold
C0900;Customer 900;Female;60;Bandung;2024-02-12;Silver
C0901;Customer 901;Male;37;Medan;2024-05-25;Gold
C0902;Customer 902;Female;45;Semarang;2023-12-15;Platinum
C0903;Customer 903;Male;46;Medan;2023-03-10;Silver
C0904;Customer 904;Female;36;Surabaya;2023-10-03;Platinum
C0905;Customer 905;Female;46;Medan;2024-01-15;Platinum
C0906;Customer 906;Male;31;Semarang;2024-04-27;Silver
C0907;Customer 907;Male;43;Bandung;2023-02-02;Platinum
C0908;Customer 908;Female;58;Surabaya;2024-03-28;Platinum
C0909;Customer 909;Male;36;Semarang;2024-12-25;Silver
C0910;Customer 910;Male;20;Bandung;2023-07-01;Gold
C0911;Customer 911;Female;18;Jakarta;2024-11-28;Silver
C0912;Customer 912;Female;34;Medan;2023-01-11;Silver
C0913;Customer 913;Female;27;Jakarta;2024-10-28;Gold
C0914;Customer 914;Female;56;Surabaya;2023-08-01;Silver
C0915;Customer 915;Male;24;Semarang;2023-06-08;Platinum
C0916;Customer 916;Male;25;Medan;2024-02-28;Gold
C0917;Customer 917;Female;53;Medan;2023-01-26;Silver
C0918;Customer 918;Male;54;Medan;2024-07-23;Silver
C0919;Customer 919;Male;58;Surabaya;2023-10-06;Platinum
C0920;Customer 920;Male;25;Jakarta;2023-07-10;Silver
C0921;Customer 921;Male;24;Semarang;2024-11-13;Silver
C0922;Customer 922;Female;38;Bandung;2023-07-14;Gold
C0923;Customer 923;Male;18;Jakarta;2023-08-27;Gold
C0924;Customer 924;Female;23;Semarang;2023-07-25;Platinum
C0925;Customer 925;Female;43;Bandung;2024-02-15;Gold
C0926;Customer 926;Male;22;Medan;2023-02-23;Gold
C0927;Customer 927;Male;48;Surabaya;2023-08-03;Gold
C0928;Customer 928;Female;39;Semarang;2023-02-09;Platinum
C0929;Customer 929;Female;43;Surabaya;2023-09-13;Platinum
C0930;Customer 930;Female;19;Semarang;2023-10-17;Silver
C0931;Customer 931;Male;58;Medan;2023-08-23;Platinum
C0932;Customer 932;Male;29;Medan;2024-05-11;Silver
C0933;Customer 933;Male;32;Jakarta;2024-02-17;Silver
C0934;Customer 934;Female;34;Medan;2024-10-31;Silver
C0935;Customer 935;Female;53;Surabaya;2024-03-25;Platinum
C0936;Customer 936;Female;35;Surabaya;2023-08-20;Platinum
C0937;Customer 937;Female;18;Bandung;2023-01-01;Silver
C0938;Customer 938;Female;50;Bandung;2024-05-03;Gold
C0939;Customer 939;Female;58;Jakarta;2023-08-11;Silver
C0940;Customer 940;Male;27;Jakarta;2024-04-08;Platinum
C0941;Customer 941;Male;46;Semarang;2023-02-07;Silver
C0942;Customer 942;Female;57;Bandung;2024-06-24;Platinum
C0943;Customer 943;Male;18;Bandung;2023-02-25;Gold
C0944;Customer 944;Male;19;Semarang;2023-10-02;Silver
C0945;Customer 945;Male;23;Bandung;2023-11-23;Platinum
C0946;Customer 946;Male;39;Semarang;2024-03-16;Silver
C0947;Customer 947;Female;26;Bandung;2024-10-27;Gold
C0948;Customer 948;Female;38;Medan;2023-02-25;Gold
C0949;Customer 949;Female;25;Jakarta;2024-02-07;Platinum
C0950;Customer 950;Male;54;Surabaya;2024-09-17;Silver
C0951;Customer 951;Male;36;Jakarta;2024-03-12;Gold
C0952;Customer 952;Female;59;Medan;2024-06-13;Silver
C0953;Customer 953;Male;25;Jakarta;2024-09-12;Platinum
C0954;Customer 954;Male;60;Jakarta;2024-02-01;Platinum
C0955;Customer 955;Male;25;Medan;2024-10-14;Silver
C0956;Customer 956;Female;26;Surabaya;2024-03-08;Platinum
C0957;Customer 957;Male;32;Bandung;2023-03-15;Gold
C0958;Customer 958;Male;42;Bandung;2024-10-09;Gold
C0959;Customer 959;Male;48;Bandung;2024-11-16;Silver
C0960;Customer 960;Female;41;Medan;2024-07-13;Platinum
C0961;Customer 961;Male;20;Medan;2023-01-10;Gold
C0962;Customer 962;Female;18;Bandung;2023-12-21;Gold
C0963;Customer 963;Female;57;Bandung;2023-12-21;Platinum
C0964;Customer 964;Male;39;Surabaya;2024-12-03;Platinum
C0965;Customer 965;Male;46;Semarang;2024-08-29;Platinum
C0966;Customer 966;Male;19;Surabaya;2024-07-21;Gold
C0967;Customer 967;Male;34;Bandung;2024-08-09;Silver
C0968;Customer 968;Male;18;Jakarta;2024-03-24;Silver
C0969;Customer 969;Male;45;Surabaya;2023-02-12;Silver
C0970;Customer 970;Female;51;Surabaya;2023-07-21;Platinum
C0971;Customer 971;Male;51;Surabaya;2024-10-30;Gold
C0972;Customer 972;Female;49;Medan;2024-09-11;Silver
C0973;Customer 973;Male;54;Bandung;2023-07-02;Platinum
C0974;Customer 974;Female;41;Surabaya;2023-02-05;Silver
C0975;Customer 975;Male;32;Medan;2023-01-19;Silver
C0976;Customer 976;Male;38;Bandung;2024-10-22;Gold
C0977;Customer 977;Female;48;Semarang;2023-06-20;Gold
C0978;Customer 978;Male;23;Surabaya;2024-10-17;Platinum
C0979;Customer 979;Male;28;Jakarta;2023-10-28;Gold
C0980;Customer 980;Male;52;Jakarta;2024-10-24;Platinum
C0981;Customer 981;Female;22;Surabaya;2024-01-16;Silver
C0982;Customer 982;Male;38;Semarang;2023-05-15;Gold
C0983;Customer 983;Female;22;Medan;2023-12-12;Silver
C0984;Customer 984;Female;21;Medan;2023-08-08;Platinum
C0985;Customer 985;Female;33;Surabaya;2024-10-06;Silver
C0986;Customer 986;Male;42;Jakarta;2024-07-08;Platinum
C0987;Customer 987;Female;39;Jakarta;2023-05-16;Platinum
C0988;Customer 988;Male;28;Bandung;2023-01-27;Silver
C0989;Customer 989;Female;50;Bandung;2024-05-31;Silver
C0990;Customer 990;Female;42;Semarang;2023-01-01;Platinum
C0991;Customer 991;Male;33;Semarang;2024-02-11;Silver
C0992;Customer 992;Male;29;Semarang;2024-01-10;Silver
C0993;Customer 993;Male;59;Bandung;2023-07-01;Silver
C0994;Customer 994;Male;32;Semarang;2024-02-03;Platinum
C0995;Customer 995;Female;53;Medan;2024-03-18;Platinum
C0996;Customer 996;Female;21;Medan;2024-12-18;Platinum
C0997;Customer 997;Female;29;Bandung;2024-07-04;Platinum
C0998;Customer 998;Female;38;Semarang;2024-11-28;Platinum
C0999;Customer 999;Male;26;Medan;2023-07-16;Gold
C1000;Customer 1000;Male;26;Jakarta;2023-12-23;Platinum
