Order_ID;Rating;Review_Type
O04953;1;Negative
O04954;2;Negative
O04955;5;Positive
O04956;2;Negative
O04957;2;Negative
O04958;1;Negative
O04959;1;Negative
O04960;4;Positive
O04961;2;Negative
O04962;3;Neutral
O04963;1;Negative
O04964;4;Positive
O04965;3;Neutral
O04966;3;Neutral
O04967;3;Neutral
O04968;5;Positive
O04969;3;Neutral
O04970;1;Negative
O04971;1;Negative
O04972;1;Negative
O04973;5;Positive
O04974;2;Negative
O04975;2;Negative
O04976;5;Positive
O04977;2;Negative
O04978;4;Positive
O04979;4;Positive
O04980;4;Positive
O04981;5;Positive
O04982;1;Negative
O04983;3;Neutral
O04984;4;Positive
O04985;1;Negative
O04986;3;Neutral
O04987;1;Negative
O04988;2;Negative
O04989;2;Negative
O04990;1;Negative
O04991;3;Neutral
O04992;2;Negative
O04993;1;Negative
O04994;3;Neutral
O04995;3;Neutral
O04996;5;Positive
O04997;5;Positive
O04998;1;Negative
O04999;3;Neutral
O05000;2;Negative
O05001;5;Positive
O05002;5;Positive
O05003;3;Neutral
O05004;1;Negative
O05005;2;Negative
O05006;3;Neutral
O05007;4;Positive
O05008;2;Negative
O05009;2;Negative
O05010;3;Neutral
O05011;5;Positive
O05012;5;Positive
O05013;4;Positive
O05014;1;Negative
O05015;2;Negative
O05016;4;Positive
O05017;5;Positive
O05018;3;Neutral
O05019;3;Neutral
O05020;3;Neutral
O05021;3;Neutral
O05022;5;Positive
O05023;3;Neutral
O05024;4;Positive
O05025;3;Neutral
O05026;4;Positive
O05027;4;Positive
O05028;2;Negative
O05029;5;Positive
O05030;4;Positive
O05031;5;Positive
O05032;5;Positive
O05033;1;Negative
O05034;5;Positive
O05035;4;Positive
O05036;1;Negative
O05037;5;Positive
O05038;2;Negative
O05039;1;Negative
O05040;1;Negative
O05041;1;Negative
O05042;5;Positive
O05043;4;Positive
O05044;4;Positive
O05045;1;Negative
O05046;4;Positive
O05047;1;Negative
O05048;4;Positive
O05049;4;Positive
O05050;3;Neutral
O05051;3;Neutral
O05052;2;Negative
O05053;4;Positive
O05054;1;Negative
O05055;3;Neutral
O05056;3;Neutral
O05057;3;Neutral
O05058;4;Positive
O05059;2;Negative
O05060;3;Neutral
O05061;1;Negative
O05062;4;Positive
O05063;4;Positive
O05064;5;Positive
O05065;2;Negative
O05066;5;Positive
O05067;2;Negative
O05068;1;Negative
O05069;1;Negative
O05070;2;Negative
O05071;4;Positive
O05072;4;Positive
O05073;2;Negative
O05074;5;Positive
O05075;1;Negative
O05076;3;Neutral
O05077;5;Positive
O05078;1;Negative
O05079;4;Positive
O05080;3;Neutral
O05081;5;Positive
O05082;2;Negative
O05083;2;Negative
O05084;2;Negative
O05085;3;Neutral
O05086;4;Positive
O05087;4;Positive
O05088;4;Positive
O05089;2;Negative
O05090;1;Negative
O05091;4;Positive
O05092;2;Negative
O05093;2;Negative
O05094;2;Negative
O05095;4;Positive
O05096;5;Positive
O05097;5;Positive
O05098;5;Positive
O05099;3;Neutral
O05100;3;Neutral
O05101;3;Neutral
O05102;1;Negative
O05103;1;Negative
O05104;1;Negative
O05105;2;Negative
O05106;4;Positive
O05107;2;Negative
O05108;5;Positive
O05109;3;Neutral
O05110;2;Negative
O05111;3;Neutral
O05112;1;Negative
O05113;5;Positive
O05114;5;Positive
O05115;4;Positive
O05116;2;Negative
O05117;2;Negative
O05118;4;Positive
O05119;2;Negative
O05120;1;Negative
O05121;2;Negative
O05122;4;Positive
O05123;3;Neutral
O05124;4;Positive
O05125;1;Negative
O05126;2;Negative
O05127;3;Neutral
O05128;1;Negative
O05129;1;Negative
O05130;5;Positive
O05131;2;Negative
O05132;1;Negative
O05133;4;Positive
O05134;4;Positive
O05135;3;Neutral
O05136;3;Neutral
O05137;5;Positive
O05138;2;Negative
O05139;2;Negative
O05140;2;Negative
O05141;1;Negative
O05142;4;Positive
O05143;1;Negative
O05144;4;Positive
O05145;2;Negative
O05146;2;Negative
O05147;4;Positive
O05148;1;Negative
O05149;3;Neutral
O05150;5;Positive
O05151;3;Neutral
O05152;5;Positive
O05153;3;Neutral
O05154;3;Neutral
O05155;4;Positive
O05156;3;Neutral
O05157;3;Neutral
O05158;4;Positive
O05159;2;Negative
O05160;5;Positive
O05161;5;Positive
O05162;5;Positive
O05163;1;Negative
O05164;5;Positive
O05165;2;Negative
O05166;3;Neutral
O05167;1;Negative
O05168;4;Positive
O05169;5;Positive
O05170;1;Negative
O05171;4;Positive
O05172;2;Negative
O05173;1;Negative
O05174;1;Negative
O05175;4;Positive
O05176;2;Negative
O05177;4;Positive
O05178;4;Positive
O05179;1;Negative
O05180;5;Positive
O05181;4;Positive
O05182;3;Neutral
O05183;4;Positive
O05184;4;Positive
O05185;1;Negative
O05186;1;Negative
O05187;4;Positive
O05188;2;Negative
O05189;5;Positive
O05190;5;Positive
O05191;5;Positive
O05192;2;Negative
O05193;1;Negative
O05194;1;Negative
O05195;3;Neutral
O05196;2;Negative
O05197;3;Neutral
O05198;2;Negative
O05199;3;Neutral
O05200;4;Positive
O05201;1;Negative
O05202;1;Negative
O05203;2;Negative
O05204;4;Positive
O05205;5;Positive
O05206;4;Positive
O05207;4;Positive
O05208;2;Negative
O05209;2;Negative
O05210;2;Negative
O05211;2;Negative
O05212;5;Positive
O05213;4;Positive
O05214;2;Negative
O05215;2;Negative
O05216;4;Positive
O05217;4;Positive
O05218;2;Negative
O05219;1;Negative
O05220;4;Positive
O05221;2;Negative
O05222;3;Neutral
O05223;1;Negative
O05224;4;Positive
O05225;1;Negative
O05226;3;Neutral
O05227;3;Neutral
O05228;2;Negative
O05229;1;Negative
O05230;4;Positive
O05231;3;Neutral
O05232;3;Neutral
O05233;5;Positive
O05234;5;Positive
O05235;3;Neutral
O05236;4;Positive
O05237;3;Neutral
O05238;5;Positive
O05239;4;Positive
O05240;5;Positive
O05241;4;Positive
O05242;1;Negative
O05243;4;Positive
O05244;3;Neutral
O05245;5;Positive
O05246;2;Negative
O05247;1;Negative
O05248;2;Negative
O05249;1;Negative
O05250;3;Neutral
O05251;2;Negative
O05252;1;Negative
O05253;1;Negative
O05254;3;Neutral
O05255;4;Positive
O05256;2;Negative
O05257;4;Positive
O05258;1;Negative
O05259;3;Neutral
O05260;1;Negative
O05261;2;Negative
O05262;1;Negative
O05263;1;Negative
O05264;4;Positive
O05265;3;Neutral
O05266;2;Negative
O05267;5;Positive
O05268;3;Neutral
O05269;5;Positive
O05270;5;Positive
O05271;3;Neutral
O05272;1;Negative
O05273;4;Positive
O05274;4;Positive
O05275;4;Positive
O05276;2;Negative
O05277;3;Neutral
O05278;2;Negative
O05279;3;Neutral
O05280;3;Neutral
O05281;3;Neutral
O05282;1;Negative
O05283;1;Negative
O05284;4;Positive
O05285;2;Negative
O05286;3;Neutral
O05287;4;Positive
O05288;4;Positive
O05289;4;Positive
O05290;1;Negative
O05291;5;Positive
O05292;3;Neutral
O05293;1;Negative
O05294;2;Negative
O05295;2;Negative
O05296;3;Neutral
O05297;2;Negative
O05298;1;Negative
O05299;3;Neutral
O05300;5;Positive
O05301;5;Positive
O05302;3;Neutral
O05303;3;Neutral
O05304;2;Negative
O05305;1;Negative
O05306;2;Negative
O05307;1;Negative
O05308;3;Neutral
O05309;2;Negative
O05310;5;Positive
O05311;3;Neutral
O05312;1;Negative
O05313;2;Negative
O05314;1;Negative
O05315;3;Neutral
O05316;5;Positive
O05317;1;Negative
O05318;4;Positive
O05319;1;Negative
O05320;2;Negative
O05321;2;Negative
O05322;5;Positive
O05323;3;Neutral
O05324;2;Negative
O05325;5;Positive
O05326;2;Negative
O05327;1;Negative
O05328;1;Negative
O05329;4;Positive
O05330;4;Positive
O05331;1;Negative
O05332;5;Positive
O05333;4;Positive
O05334;5;Positive
O05335;1;Negative
O05336;4;Positive
O05337;3;Neutral
O05338;4;Positive
O05339;5;Positive
O05340;4;Positive
O05341;1;Negative
O05342;2;Negative
O05343;4;Positive
O05344;3;Neutral
O05345;2;Negative
O05346;3;Neutral
O05347;2;Negative
O05348;2;Negative
O05349;3;Neutral
O05350;5;Positive
O05351;2;Negative
O05352;2;Negative
O05353;3;Neutral
O05354;4;Positive
O05355;4;Positive
O05356;4;Positive
O05357;1;Negative
O05358;2;Negative
O05359;1;Negative
O05360;4;Positive
O05361;1;Negative
O05362;1;Negative
O05363;4;Positive
O05364;5;Positive
O05365;4;Positive
O05366;4;Positive
O05367;2;Negative
O05368;3;Neutral
O05369;5;Positive
O05370;2;Negative
O05371;3;Neutral
O05372;1;Negative
O05373;3;Neutral
O05374;4;Positive
O05375;4;Positive
O05376;3;Neutral
O05377;2;Negative
O05378;5;Positive
O05379;5;Positive
O05380;5;Positive
O05381;1;Negative
O05382;2;Negative
O05383;3;Neutral
O05384;4;Positive
O05385;3;Neutral
O05386;2;Negative
O05387;3;Neutral
O05388;5;Positive
O05389;3;Neutral
O05390;3;Neutral
O05391;3;Neutral
O05392;1;Negative
O05393;2;Negative
O05394;3;Neutral
O05395;3;Neutral
O05396;1;Negative
O05397;2;Negative
O05398;5;Positive
O05399;5;Positive
O05400;5;Positive
O05401;5;Positive
O05402;5;Positive
O05403;5;Positive
O05404;1;Negative
O05405;3;Neutral
O05406;4;Positive
O05407;5;Positive
O05408;4;Positive
O05409;3;Neutral
O05410;4;Positive
O05411;4;Positive
O05412;5;Positive
O05413;1;Negative
O05414;5;Positive
O05415;5;Positive
O05416;3;Neutral
O05417;4;Positive
O05418;4;Positive
O05419;1;Negative
O05420;3;Neutral
O05421;3;Neutral
O05422;5;Positive
O05423;2;Negative
O05424;5;Positive
O05425;1;Negative
O05426;2;Negative
O05427;1;Negative
O05428;2;Negative
O05429;5;Positive
O05430;3;Neutral
O05431;3;Neutral
O05432;5;Positive
O05433;5;Positive
O05434;4;Positive
O05435;5;Positive
O05436;1;Negative
O05437;5;Positive
O05438;2;Negative
O05439;4;Positive
O05440;2;Negative
O05441;5;Positive
O05442;5;Positive
O05443;1;Negative
O05444;1;Negative
O05445;3;Neutral
O05446;3;Neutral
O05447;5;Positive
O05448;1;Negative
O05449;1;Negative
O05450;1;Negative
O05451;2;Negative
O05452;4;Positive
O05453;2;Negative
O05454;1;Negative
O05455;1;Negative
O05456;1;Negative
O05457;3;Neutral
O05458;5;Positive
O05459;5;Positive
O05460;5;Positive
O05461;3;Neutral
O05462;5;Positive
O05463;2;Negative
O05464;3;Neutral
O05465;1;Negative
O05466;2;Negative
O05467;4;Positive
O05468;1;Negative
O05469;4;Positive
O05470;5;Positive
O05471;4;Positive
O05472;2;Negative
O05473;2;Negative
O05474;2;Negative
O05475;3;Neutral
O05476;4;Positive
O05477;3;Neutral
O05478;5;Positive
O05479;4;Positive
O05480;4;Positive
O05481;1;Negative
O05482;4;Positive
O05483;4;Positive
O05484;2;Negative
O05485;3;Neutral
O05486;3;Neutral
O05487;4;Positive
O05488;2;Negative
O05489;3;Neutral
O05490;4;Positive
O05491;1;Negative
O05492;3;Neutral
O05493;4;Positive
O05494;3;Neutral
O05495;4;Positive
O05496;4;Positive
O05497;2;Negative
O05498;1;Negative
O05499;3;Neutral
O05500;3;Neutral
O05501;5;Positive
O05502;4;Positive
O05503;2;Negative
O05504;5;Positive
O05505;1;Negative
O05506;3;Neutral
O05507;5;Positive
O05508;1;Negative
O05509;1;Negative
O05510;3;Neutral
O05511;5;Positive
O05512;4;Positive
O05513;1;Negative
O05514;4;Positive
O05515;1;Negative
O05516;1;Negative
O05517;4;Positive
O05518;2;Negative
O05519;1;Negative
O05520;4;Positive
O05521;1;Negative
O05522;4;Positive
O05523;4;Positive
O05524;1;Negative
O05525;1;Negative
O05526;5;Positive
O05527;2;Negative
O05528;3;Neutral
O05529;1;Negative
O05530;5;Positive
O05531;1;Negative
O05532;2;Negative
O05533;3;Neutral
O05534;5;Positive
O05535;3;Neutral
O05536;4;Positive
O05537;2;Negative
O05538;5;Positive
O05539;2;Negative
O05540;4;Positive
O05541;2;Negative
O05542;4;Positive
O05543;4;Positive
O05544;3;Neutral
O05545;3;Neutral
O05546;3;Neutral
O05547;5;Positive
O05548;2;Negative
O05549;5;Positive
O05550;4;Positive
O05551;5;Positive
O05552;1;Negative
O05553;1;Negative
O05554;3;Neutral
O05555;4;Positive
O05556;3;Neutral
O05557;5;Positive
O05558;3;Neutral
O05559;3;Neutral
O05560;1;Negative
O05561;4;Positive
O05562;1;Negative
O05563;4;Positive
O05564;3;Neutral
O05565;4;Positive
O05566;4;Positive
O05567;3;Neutral
O05568;4;Positive
O05569;3;Neutral
O05570;2;Negative
O05571;5;Positive
O05572;2;Negative
O05573;2;Negative
O05574;3;Neutral
O05575;1;Negative
O05576;5;Positive
O05577;2;Negative
O05578;1;Negative
O05579;2;Negative
O05580;4;Positive
O05581;4;Positive
O05582;5;Positive
O05583;2;Negative
O05584;5;Positive
O05585;4;Positive
O05586;5;Positive
O05587;1;Negative
O05588;4;Positive
O05589;5;Positive
O05590;4;Positive
O05591;5;Positive
O05592;3;Neutral
O05593;4;Positive
O05594;2;Negative
O05595;4;Positive
O05596;3;Neutral
O05597;3;Neutral
O05598;3;Neutral
O05599;4;Positive
O05600;2;Negative
O05601;1;Negative
O05602;1;Negative
O05603;3;Neutral
O05604;4;Positive
O05605;4;Positive
O05606;4;Positive
O05607;5;Positive
O05608;3;Neutral
O05609;3;Neutral
O05610;2;Negative
O05611;2;Negative
O05612;5;Positive
O05613;5;Positive
O05614;5;Positive
O05615;3;Neutral
O05616;1;Negative
O05617;4;Positive
O05618;3;Neutral
O05619;1;Negative
O05620;2;Negative
O05621;1;Negative
O05622;5;Positive
O05623;4;Positive
O05624;3;Neutral
O05625;1;Negative
O05626;1;Negative
O05627;1;Negative
O05628;4;Positive
O05629;4;Positive
O05630;3;Neutral
O05631;2;Negative
O05632;2;Negative
O05633;1;Negative
O05634;5;Positive
O05635;2;Negative
O05636;4;Positive
O05637;1;Negative
O05638;3;Neutral
O05639;2;Negative
O05640;3;Neutral
O05641;4;Positive
O05642;4;Positive
O05643;3;Neutral
O05644;5;Positive
O05645;1;Negative
O05646;1;Negative
O05647;1;Negative
O05648;1;Negative
O05649;3;Neutral
O05650;4;Positive
O05651;2;Negative
O05652;2;Negative
O05653;2;Negative
O05654;5;Positive
O05655;4;Positive
O05656;5;Positive
O05657;4;Positive
O05658;1;Negative
O05659;5;Positive
O05660;3;Neutral
O05661;1;Negative
O05662;3;Neutral
O05663;4;Positive
O05664;1;Negative
O05665;3;Neutral
O05666;1;Negative
O05667;1;Negative
O05668;5;Positive
O05669;3;Neutral
O05670;4;Positive
O05671;4;Positive
O05672;3;Neutral
O05673;4;Positive
O05674;5;Positive
O05675;3;Neutral
O05676;2;Negative
O05677;3;Neutral
O05678;1;Negative
O05679;5;Positive
O05680;2;Negative
O05681;3;Neutral
O05682;1;Negative
O05683;5;Positive
O05684;1;Negative
O05685;5;Positive
O05686;5;Positive
O05687;3;Neutral
O05688;5;Positive
O05689;5;Positive
O05690;3;Neutral
O05691;4;Positive
O05692;5;Positive
O05693;1;Negative
O05694;4;Positive
O05695;4;Positive
O05696;3;Neutral
O05697;4;Positive
O05698;3;Neutral
O05699;2;Negative
O05700;5;Positive
O05701;5;Positive
O05702;2;Negative
O05703;3;Neutral
O05704;4;Positive
O05705;2;Negative
O05706;4;Positive
O05707;5;Positive
O05708;1;Negative
O05709;4;Positive
O05710;5;Positive
O05711;3;Neutral
O05712;1;Negative
O05713;2;Negative
O05714;3;Neutral
O05715;2;Negative
O05716;2;Negative
O05717;2;Negative
O05718;4;Positive
O05719;5;Positive
O05720;3;Neutral
O05721;4;Positive
O05722;2;Negative
O05723;5;Positive
O05724;5;Positive
O05725;3;Neutral
O05726;4;Positive
O05727;4;Positive
O05728;4;Positive
O05729;4;Positive
O05730;3;Neutral
O05731;4;Positive
O05732;1;Negative
O05733;2;Negative
O05734;1;Negative
O05735;4;Positive
O05736;4;Positive
O05737;3;Neutral
O05738;3;Neutral
O05739;3;Neutral
O05740;2;Negative
O05741;5;Positive
O05742;3;Neutral
O05743;3;Neutral
O05744;5;Positive
O05745;3;Neutral
O05746;5;Positive
O05747;1;Negative
O05748;4;Positive
O05749;1;Negative
O05750;2;Negative
O05751;2;Negative
O05752;5;Positive
O05753;3;Neutral
O05754;3;Neutral
O05755;3;Neutral
O05756;4;Positive
O05757;3;Neutral
O05758;5;Positive
O05759;3;Neutral
O05760;5;Positive
O05761;1;Negative
O05762;3;Neutral
O05763;1;Negative
O05764;5;Positive
O05765;4;Positive
O05766;1;Negative
O05767;4;Positive
O05768;4;Positive
O05769;4;Positive
O05770;3;Neutral
O05771;1;Negative
O05772;5;Positive
O05773;3;Neutral
O05774;1;Negative
O05775;1;Negative
O05776;2;Negative
O05777;2;Negative
O05778;5;Positive
O05779;3;Neutral
O05780;4;Positive
O05781;5;Positive
O05782;1;Negative
O05783;1;Negative
O05784;3;Neutral
O05785;3;Neutral
O05786;3;Neutral
O05787;3;Neutral
O05788;4;Positive
O05789;5;Positive
O05790;3;Neutral
O05791;5;Positive
O05792;3;Neutral
O05793;1;Negative
O05794;1;Negative
O05795;4;Positive
O05796;5;Positive
O05797;2;Negative
O05798;4;Positive
O05799;4;Positive
O05800;1;Negative
O05801;1;Negative
O05802;2;Negative
O05803;1;Negative
O05804;4;Positive
O05805;3;Neutral
O05806;3;Neutral
O05807;3;Neutral
O05808;5;Positive
O05809;4;Positive
O05810;5;Positive
O05811;5;Positive
O05812;4;Positive
O05813;1;Negative
O05814;2;Negative
O05815;2;Negative
O05816;2;Negative
O05817;5;Positive
O05818;5;Positive
O05819;4;Positive
O05820;1;Negative
O05821;4;Positive
O05822;4;Positive
O05823;3;Neutral
O05824;2;Negative
O05825;1;Negative
O05826;3;Neutral
O05827;5;Positive
O05828;4;Positive
O05829;5;Positive
O05830;1;Negative
O05831;1;Negative
O05832;2;Negative
O05833;2;Negative
O05834;2;Negative
O05835;5;Positive
O05836;4;Positive
O05837;4;Positive
O05838;3;Neutral
O05839;5;Positive
O05840;5;Positive
O05841;2;Negative
O05842;2;Negative
O05843;4;Positive
O05844;2;Negative
O05845;4;Positive
O05846;4;Positive
O05847;5;Positive
O05848;1;Negative
O05849;5;Positive
O05850;1;Negative
O05851;3;Neutral
O05852;1;Negative
O05853;5;Positive
O05854;5;Positive
O05855;1;Negative
O05856;5;Positive
O05857;4;Positive
O05858;3;Neutral
O05859;4;Positive
O05860;4;Positive
O05861;5;Positive
O05862;5;Positive
O05863;4;Positive
O05864;1;Negative
O05865;1;Negative
O05866;1;Negative
O05867;2;Negative
O05868;2;Negative
O05869;5;Positive
O05870;2;Negative
O05871;1;Negative
O05872;3;Neutral
O05873;5;Positive
O05874;3;Neutral
O05875;3;Neutral
O05876;3;Neutral
O05877;2;Negative
O05878;1;Negative
O05879;4;Positive
O05880;5;Positive
O05881;5;Positive
O05882;1;Negative
O05883;4;Positive
O05884;4;Positive
O05885;5;Positive
O05886;5;Positive
O05887;3;Neutral
O05888;2;Negative
O05889;5;Positive
O05890;4;Positive
O05891;1;Negative
O05892;5;Positive
O05893;3;Neutral
O05894;1;Negative
O05895;5;Positive
O05896;4;Positive
O05897;2;Negative
O05898;2;Negative
O05899;1;Negative
O05900;3;Neutral
O05901;2;Negative
O05902;5;Positive
O05903;2;Negative
O05904;2;Negative
O05905;5;Positive
O05906;2;Negative
O05907;3;Neutral
O05908;5;Positive
O05909;4;Positive
O05910;5;Positive
O05911;4;Positive
O05912;2;Negative
O05913;2;Negative
O05914;1;Negative
O05915;2;Negative
O05916;4;Positive
O05917;3;Neutral
O05918;1;Negative
O05919;5;Positive
O05920;3;Neutral
O05921;3;Neutral
O05922;5;Positive
O05923;5;Positive
O05924;2;Negative
O05925;5;Positive
O05926;3;Neutral
O05927;3;Neutral
O05928;1;Negative
O05929;3;Neutral
O05930;5;Positive
O05931;4;Positive
O05932;5;Positive
O05933;5;Positive
O05934;1;Negative
O05935;3;Neutral
O05936;3;Neutral
O05937;3;Neutral
O05938;1;Negative
O05939;5;Positive
O05940;1;Negative
O05941;1;Negative
O05942;5;Positive
O05943;1;Negative
O05944;4;Positive
O05945;4;Positive
O05946;2;Negative
O05947;3;Neutral
O05948;1;Negative
O05949;2;Negative
O05950;1;Negative
O05951;2;Negative
O05952;2;Negative
O05953;5;Positive
O05954;2;Negative
O05955;2;Negative
O05956;3;Neutral
O05957;5;Positive
O05958;1;Negative
O05959;3;Neutral
O05960;4;Positive
O05961;1;Negative
O05962;4;Positive
O05963;3;Neutral
O05964;5;Positive
O05965;3;Neutral
O05966;4;Positive
O05967;3;Neutral
O05968;3;Neutral
O05969;5;Positive
O05970;5;Positive
O05971;4;Positive
O05972;5;Positive
O05973;5;Positive
O05974;1;Negative
O05975;5;Positive
O05976;5;Positive
O05977;2;Negative
O05978;1;Negative
O05979;2;Negative
O05980;4;Positive
O05981;5;Positive
O05982;1;Negative
O05983;4;Positive
O05984;2;Negative
O05985;1;Negative
O05986;3;Neutral
O05987;1;Negative
O05988;4;Positive
O05989;1;Negative
O05990;1;Negative
O05991;5;Positive
O05992;3;Neutral
O05993;2;Negative
O05994;4;Positive
O05995;4;Positive
O05996;3;Neutral
O05997;2;Negative
O05998;3;Neutral
O05999;1;Negative
O06000;1;Negative
O06001;1;Negative
O06002;3;Neutral
O06003;4;Positive
O06004;2;Negative
O06005;1;Negative
O06006;4;Positive
O06007;5;Positive
O06008;4;Positive
O06009;3;Neutral
O06010;1;Negative
O06011;3;Neutral
O06012;3;Neutral
O06013;5;Positive
O06014;5;Positive
O06015;5;Positive
O06016;2;Negative
O06017;1;Negative
O06018;4;Positive
O06019;4;Positive
O06020;5;Positive
O06021;2;Negative
O06022;4;Positive
O06023;5;Positive
O06024;2;Negative
O06025;5;Positive
O06026;4;Positive
O06027;4;Positive
O06028;4;Positive
O06029;1;Negative
O06030;5;Positive
O06031;2;Negative
O06032;1;Negative
O06033;1;Negative
O06034;1;Negative
O06035;5;Positive
O06036;3;Neutral
O06037;4;Positive
O06038;5;Positive
O06039;5;Positive
O06040;4;Positive
O06041;5;Positive
O06042;3;Neutral
O06043;4;Positive
O06044;2;Negative
O06045;5;Positive
O06046;3;Neutral
O06047;4;Positive
O06048;2;Negative
O06049;5;Positive
O06050;3;Neutral
O06051;2;Negative
O06052;1;Negative
O06053;4;Positive
O06054;2;Negative
O06055;2;Negative
O06056;1;Negative
O06057;1;Negative
O06058;1;Negative
O06059;5;Positive
O06060;5;Positive
O06061;4;Positive
O06062;2;Negative
O06063;2;Negative
O06064;1;Negative
O06065;5;Positive
O06066;3;Neutral
O06067;1;Negative
O06068;4;Positive
O06069;1;Negative
O06070;5;Positive
O06071;1;Negative
O06072;3;Neutral
O06073;4;Positive
O06074;5;Positive
O06075;4;Positive
O06076;4;Positive
O06077;4;Positive
O06078;5;Positive
O06079;1;Negative
O06080;2;Negative
O06081;1;Negative
O06082;2;Negative
O06083;1;Negative
O06084;1;Negative
O06085;2;Negative
O06086;2;Negative
O06087;4;Positive
O06088;5;Positive
O06089;5;Positive
O06090;2;Negative
O06091;2;Negative
O06092;1;Negative
O06093;1;Negative
O06094;4;Positive
O06095;1;Negative
O06096;5;Positive
O06097;5;Positive
O06098;1;Negative
O06099;4;Positive
O06100;4;Positive
O06101;1;Negative
O06102;1;Negative
O06103;4;Positive
O06104;1;Negative
O06105;1;Negative
O06106;4;Positive
O06107;5;Positive
O06108;1;Negative
O06109;4;Positive
O06110;4;Positive
O06111;2;Negative
O06112;4;Positive
O06113;4;Positive
O06114;2;Negative
O06115;3;Neutral
O06116;2;Negative
O06117;3;Neutral
O06118;1;Negative
O06119;1;Negative
O06120;1;Negative
O06121;5;Positive
O06122;4;Positive
O06123;1;Negative
O06124;3;Neutral
O06125;2;Negative
O06126;5;Positive
O06127;1;Negative
O06128;1;Negative
O06129;4;Positive
O06130;3;Neutral
O06131;4;Positive
O06132;2;Negative
O06133;5;Positive
O06134;1;Negative
O06135;3;Neutral
O06136;5;Positive
O06137;1;Negative
O06138;4;Positive
O06139;3;Neutral
O06140;2;Negative
O06141;2;Negative
O06142;2;Negative
O06143;5;Positive
O06144;1;Negative
O06145;2;Negative
O06146;1;Negative
O06147;1;Negative
O06148;1;Negative
O06149;5;Positive
O06150;3;Neutral
O06151;3;Neutral
O06152;2;Negative
O06153;5;Positive
O06154;1;Negative
O06155;1;Negative
O06156;3;Neutral
O06157;1;Negative
O06158;1;Negative
O06159;1;Negative
O06160;2;Negative
O06161;5;Positive
O06162;5;Positive
O06163;3;Neutral
O06164;5;Positive
O06165;1;Negative
O06166;1;Negative
O06167;1;Negative
O06168;3;Neutral
O06169;4;Positive
O06170;2;Negative
O06171;1;Negative
O06172;1;Negative
O06173;1;Negative
O06174;5;Positive
O06175;1;Negative
O06176;1;Negative
O06177;1;Negative
O06178;4;Positive
O06179;2;Negative
O06180;2;Negative
O06181;2;Negative
O06182;3;Neutral
O06183;4;Positive
O06184;5;Positive
O06185;3;Neutral
O06186;4;Positive
O06187;2;Negative
O06188;2;Negative
O06189;4;Positive
O06190;2;Negative
O06191;1;Negative
O06192;3;Neutral
O06193;1;Negative
O06194;3;Neutral
O06195;3;Neutral
O06196;4;Positive
O06197;4;Positive
O06198;4;Positive
O06199;2;Negative
O06200;2;Negative
O06201;3;Neutral
O06202;1;Negative
O06203;4;Positive
O06204;3;Neutral
O06205;5;Positive
O06206;3;Neutral
O06207;2;Negative
O06208;2;Negative
O06209;1;Negative
O06210;5;Positive
O06211;5;Positive
O06212;2;Negative
O06213;1;Negative
O06214;1;Negative
O06215;4;Positive
O06216;2;Negative
O06217;5;Positive
O06218;3;Neutral
O06219;2;Negative
O06220;1;Negative
O06221;3;Neutral
O06222;5;Positive
O06223;5;Positive
O06224;3;Neutral
O06225;5;Positive
O06226;4;Positive
O06227;2;Negative
O06228;3;Neutral
O06229;3;Neutral
O06230;3;Neutral
O06231;5;Positive
O06232;1;Negative
O06233;3;Neutral
O06234;2;Negative
O06235;3;Neutral
O06236;2;Negative
O06237;1;Negative
O06238;1;Negative
O06239;3;Neutral
O06240;1;Negative
O06241;3;Neutral
O06242;5;Positive
O06243;4;Positive
O06244;3;Neutral
O06245;5;Positive
O06246;2;Negative
O06247;2;Negative
O06248;5;Positive
O06249;3;Neutral
O06250;5;Positive
O06251;3;Neutral
O06252;4;Positive
O06253;3;Neutral
O06254;3;Neutral
O06255;3;Neutral
O06256;2;Negative
O06257;3;Neutral
O06258;4;Positive
O06259;4;Positive
O06260;2;Negative
O06261;4;Positive
O06262;1;Negative
O06263;1;Negative
O06264;4;Positive
O06265;3;Neutral
O06266;5;Positive
O06267;3;Neutral
O06268;5;Positive
O06269;4;Positive
O06270;3;Neutral
O06271;4;Positive
O06272;4;Positive
O06273;5;Positive
O06274;3;Neutral
O06275;1;Negative
O06276;1;Negative
O06277;4;Positive
O06278;4;Positive
O06279;2;Negative
O06280;4;Positive
O06281;2;Negative
O06282;4;Positive
O06283;2;Negative
O06284;2;Negative
O06285;1;Negative
O06286;2;Negative
O06287;5;Positive
O06288;1;Negative
O06289;5;Positive
O06290;3;Neutral
O06291;4;Positive
O06292;1;Negative
O06293;1;Negative
O06294;5;Positive
O06295;2;Negative
O06296;5;Positive
O06297;5;Positive
O06298;5;Positive
O06299;3;Neutral
O06300;4;Positive
O06301;1;Negative
O06302;2;Negative
O06303;5;Positive
O06304;4;Positive
O06305;3;Neutral
O06306;1;Negative
O06307;3;Neutral
O06308;3;Neutral
O06309;4;Positive
O06310;2;Negative
O06311;2;Negative
O06312;5;Positive
O06313;2;Negative
O06314;5;Positive
O06315;2;Negative
O06316;3;Neutral
O06317;3;Neutral
O06318;2;Negative
O06319;1;Negative
O06320;5;Positive
O06321;5;Positive
O06322;5;Positive
