Order_ID;Method;Status
O04763;Transfer;Paid
O04764;E-Wallet;Paid
O04765;Transfer;Paid
O04766;QRIS;Paid
O04767;Credit Card;Paid
O04768;Credit Card;Failed
O04769;COD;Paid
O04770;E-Wallet;Paid
O04771;QRIS;Failed
O04772;QRIS;Paid
O04773;Credit Card;Failed
O04774;Credit Card;Paid
O04775;QRIS;Paid
O04776;QRIS;Paid
O04777;E-Wallet;Paid
O04778;QRIS;Paid
O04779;COD;Paid
O04780;E-Wallet;Paid
O04781;Credit Card;Paid
O04782;QRIS;Failed
O04783;COD;Failed
O04784;Transfer;Paid
O04785;COD;Paid
O04786;Transfer;Failed
O04787;COD;Failed
O04788;Transfer;Paid
O04789;E-Wallet;Failed
O04790;Transfer;Paid
O04791;QRIS;Failed
O04792;QRIS;Paid
O04793;QRIS;Failed
O04794;QRIS;Failed
O04795;E-Wallet;Paid
O04796;Credit Card;Failed
O04797;QRIS;Failed
O04798;Transfer;Paid
O04799;COD;Paid
O04800;COD;Paid
O04801;COD;Paid
O04802;E-Wallet;Paid
O04803;Credit Card;Failed
O04804;COD;Failed
O04805;E-Wallet;Paid
O04806;Transfer;Paid
O04807;Credit Card;Paid
O04808;E-Wallet;Paid
O04809;QRIS;Paid
O04810;COD;Paid
O04811;COD;Paid
O04812;COD;Failed
O04813;COD;Failed
O04814;Transfer;Paid
O04815;QRIS;Paid
O04816;E-Wallet;Paid
O04817;Credit Card;Paid
O04818;Transfer;Paid
O04819;COD;Paid
O04820;Transfer;Paid
O04821;E-Wallet;Paid
O04822;QRIS;Paid
O04823;Transfer;Paid
O04824;QRIS;Paid
O04825;QRIS;Paid
O04826;Credit Card;Paid
O04827;QRIS;Paid
O04828;Transfer;Paid
O04829;E-Wallet;Paid
O04830;Transfer;Paid
O04831;QRIS;Failed
O04832;Credit Card;Paid
O04833;E-Wallet;Paid
O04834;E-Wallet;Paid
O04835;E-Wallet;Paid
O04836;E-Wallet;Paid
O04837;QRIS;Paid
O04838;QRIS;Paid
O04839;COD;Failed
O04840;Credit Card;Paid
O04841;E-Wallet;Paid
O04842;COD;Paid
O04843;E-Wallet;Paid
O04844;QRIS;Paid
O04845;QRIS;Paid
O04846;QRIS;Failed
O04847;E-Wallet;Paid
O04848;Credit Card;Paid
O04849;COD;Paid
O04850;Transfer;Paid
O04851;E-Wallet;Failed
O04852;QRIS;Paid
O04853;E-Wallet;Paid
O04854;Transfer;Failed
O04855;COD;Paid
O04856;E-Wallet;Paid
O04857;E-Wallet;Failed
O04858;QRIS;Failed
O04859;Transfer;Failed
O04860;COD;Failed
O04861;Credit Card;Paid
O04862;E-Wallet;Paid
O04863;E-Wallet;Paid
O04864;E-Wallet;Paid
O04865;COD;Failed
O04866;E-Wallet;Failed
O04867;E-Wallet;Paid
O04868;Transfer;Paid
O04869;Credit Card;Paid
O04870;COD;Paid
O04871;COD;Paid
O04872;Credit Card;Paid
O04873;Credit Card;Failed
O04874;COD;Paid
O04875;Transfer;Paid
O04876;Credit Card;Paid
O04877;QRIS;Failed
O04878;Transfer;Failed
O04879;Transfer;Paid
O04880;Credit Card;Paid
O04881;QRIS;Paid
O04882;Credit Card;Paid
O04883;E-Wallet;Failed
O04884;Transfer;Paid
O04885;E-Wallet;Failed
O04886;COD;Paid
O04887;Credit Card;Paid
O04888;COD;Paid
O04889;Credit Card;Paid
O04890;Credit Card;Paid
O04891;Credit Card;Failed
O04892;COD;Paid
O04893;QRIS;Paid
O04894;Transfer;Paid
O04895;QRIS;Paid
O04896;Credit Card;Failed
O04897;Credit Card;Paid
O04898;Transfer;Paid
O04899;Credit Card;Paid
O04900;Transfer;Paid
O04901;Credit Card;Paid
O04902;COD;Paid
O04903;Transfer;Paid
O04904;E-Wallet;Paid
O04905;COD;Paid
O04906;Transfer;Paid
O04907;Transfer;Paid
O04908;COD;Paid
O04909;COD;Paid
O04910;E-Wallet;Paid
O04911;QRIS;Paid
O04912;Credit Card;Paid
O04913;Credit Card;Paid
O04914;QRIS;Paid
O04915;Transfer;Paid
O04916;COD;Failed
O04917;Credit Card;Paid
O04918;Credit Card;Paid
O04919;COD;Failed
O04920;Transfer;Paid
O04921;Credit Card;Failed
O04922;E-Wallet;Paid
O04923;Credit Card;Paid
O04924;Credit Card;Paid
O04925;E-Wallet;Paid
O04926;QRIS;Paid
O04927;Credit Card;Failed
O04928;Credit Card;Paid
O04929;QRIS;Paid
O04930;QRIS;Paid
O04931;Credit Card;Paid
O04932;Credit Card;Paid
O04933;E-Wallet;Failed
O04934;Transfer;Failed
O04935;COD;Failed
O04936;E-Wallet;Paid
O04937;QRIS;Failed
O04938;COD;Failed
O04939;COD;Failed
O04940;COD;Paid
O04941;E-Wallet;Failed
O04942;E-Wallet;Paid
O04943;Transfer;Paid
O04944;Transfer;Paid
O04945;COD;Paid
O04946;QRIS;Failed
O04947;COD;Paid
O04948;QRIS;Failed
O04949;QRIS;Paid
O04950;COD;Failed
O04951;QRIS;Failed
O04952;COD;Paid
O04953;QRIS;Paid
O04954;Credit Card;Paid
O04955;QRIS;Paid
O04956;COD;Failed
O04957;Credit Card;Paid
O04958;E-Wallet;Failed
O04959;QRIS;Paid
O04960;E-Wallet;Paid
O04961;Credit Card;Paid
O04962;QRIS;Paid
O04963;COD;Paid
O04964;QRIS;Paid
O04965;E-Wallet;Paid
O04966;COD;Paid
O04967;QRIS;Paid
O04968;COD;Paid
O04969;COD;Paid
O04970;E-Wallet;Failed
O04971;E-Wallet;Paid
O04972;COD;Paid
O04973;Transfer;Failed
O04974;Transfer;Failed
O04975;Transfer;Failed
O04976;E-Wallet;Paid
O04977;COD;Paid
O04978;Transfer;Paid
O04979;COD;Paid
O04980;Credit Card;Paid
O04981;Transfer;Paid
O04982;E-Wallet;Failed
O04983;COD;Failed
O04984;COD;Paid
O04985;QRIS;Paid
O04986;E-Wallet;Paid
O04987;QRIS;Paid
O04988;Transfer;Paid
O04989;Transfer;Paid
O04990;COD;Paid
O04991;Credit Card;Paid
O04992;COD;Paid
O04993;Credit Card;Paid
O04994;Transfer;Paid
O04995;COD;Paid
O04996;Credit Card;Paid
O04997;Credit Card;Failed
O04998;COD;Paid
O04999;Transfer;Paid
O05000;Credit Card;Paid
O05001;Transfer;Paid
O05002;Transfer;Paid
O05003;COD;Paid
O05004;COD;Paid
O05005;Credit Card;Failed
O05006;COD;Paid
O05007;COD;Paid
O05008;Transfer;Paid
O05009;QRIS;Failed
O05010;E-Wallet;Paid
O05011;Credit Card;Failed
O05012;COD;Failed
O05013;Transfer;Paid
O05014;Transfer;Paid
O05015;QRIS;Paid
O05016;QRIS;Paid
O05017;Transfer;Paid
O05018;QRIS;Paid
O05019;Credit Card;Paid
O05020;Credit Card;Paid
O05021;Credit Card;Paid
O05022;Transfer;Paid
O05023;E-Wallet;Paid
O05024;Transfer;Paid
O05025;Credit Card;Failed
O05026;Transfer;Paid
O05027;E-Wallet;Failed
O05028;Transfer;Failed
O05029;E-Wallet;Paid
O05030;E-Wallet;Failed
O05031;E-Wallet;Paid
O05032;E-Wallet;Paid
O05033;E-Wallet;Paid
O05034;Transfer;Failed
O05035;Transfer;Paid
O05036;E-Wallet;Paid
O05037;Credit Card;Failed
O05038;QRIS;Paid
O05039;Credit Card;Failed
O05040;Transfer;Paid
O05041;Credit Card;Paid
O05042;Transfer;Paid
O05043;Transfer;Failed
O05044;COD;Failed
O05045;COD;Paid
O05046;Credit Card;Paid
O05047;Transfer;Paid
O05048;Credit Card;Paid
O05049;E-Wallet;Paid
O05050;Transfer;Paid
O05051;Transfer;Paid
O05052;Transfer;Paid
O05053;COD;Paid
O05054;Credit Card;Paid
O05055;QRIS;Paid
O05056;COD;Paid
O05057;QRIS;Failed
O05058;E-Wallet;Paid
O05059;E-Wallet;Paid
O05060;E-Wallet;Failed
O05061;COD;Paid
O05062;E-Wallet;Paid
O05063;COD;Paid
O05064;COD;Paid
O05065;E-Wallet;Failed
O05066;Credit Card;Paid
O05067;E-Wallet;Paid
O05068;Credit Card;Paid
O05069;Credit Card;Paid
O05070;QRIS;Paid
O05071;Transfer;Failed
O05072;Transfer;Paid
O05073;E-Wallet;Failed
O05074;Transfer;Paid
O05075;E-Wallet;Paid
O05076;COD;Paid
O05077;Transfer;Paid
O05078;Credit Card;Paid
O05079;Credit Card;Paid
O05080;E-Wallet;Paid
O05081;Credit Card;Paid
O05082;QRIS;Paid
O05083;Transfer;Paid
O05084;COD;Paid
O05085;QRIS;Failed
O05086;QRIS;Paid
O05087;E-Wallet;Paid
O05088;QRIS;Paid
O05089;E-Wallet;Paid
O05090;QRIS;Paid
O05091;Credit Card;Paid
O05092;QRIS;Paid
O05093;Credit Card;Paid
O05094;QRIS;Paid
O05095;Transfer;Paid
O05096;E-Wallet;Paid
O05097;Transfer;Failed
O05098;E-Wallet;Paid
O05099;Transfer;Paid
O05100;COD;Paid
O05101;E-Wallet;Paid
O05102;COD;Paid
O05103;Credit Card;Paid
O05104;Transfer;Paid
O05105;Transfer;Paid
O05106;Credit Card;Paid
O05107;QRIS;Paid
O05108;Transfer;Paid
O05109;Transfer;Paid
O05110;COD;Paid
O05111;Credit Card;Paid
O05112;COD;Paid
O05113;Transfer;Failed
O05114;E-Wallet;Paid
O05115;E-Wallet;Paid
O05116;Credit Card;Paid
O05117;Credit Card;Paid
O05118;Transfer;Paid
O05119;E-Wallet;Paid
O05120;Credit Card;Paid
O05121;Transfer;Paid
O05122;QRIS;Failed
O05123;COD;Paid
O05124;E-Wallet;Paid
O05125;QRIS;Paid
O05126;Transfer;Paid
O05127;Transfer;Failed
O05128;Transfer;Paid
O05129;COD;Paid
O05130;Transfer;Paid
O05131;Transfer;Failed
O05132;E-Wallet;Failed
O05133;Credit Card;Paid
O05134;E-Wallet;Failed
O05135;QRIS;Paid
O05136;QRIS;Paid
O05137;QRIS;Paid
O05138;QRIS;Paid
O05139;QRIS;Paid
O05140;COD;Paid
O05141;Transfer;Paid
O05142;Transfer;Failed
O05143;QRIS;Failed
O05144;Credit Card;Paid
O05145;COD;Paid
O05146;E-Wallet;Paid
O05147;COD;Failed
O05148;Transfer;Paid
O05149;Credit Card;Paid
O05150;E-Wallet;Paid
O05151;COD;Failed
O05152;E-Wallet;Paid
O05153;Credit Card;Paid
O05154;Transfer;Failed
O05155;Credit Card;Failed
O05156;Credit Card;Paid
O05157;Credit Card;Paid
O05158;Transfer;Paid
O05159;Credit Card;Failed
O05160;COD;Paid
O05161;QRIS;Failed
O05162;Transfer;Paid
O05163;E-Wallet;Paid
O05164;Transfer;Paid
O05165;E-Wallet;Failed
O05166;E-Wallet;Paid
O05167;E-Wallet;Paid
O05168;E-Wallet;Failed
O05169;Credit Card;Paid
O05170;Transfer;Paid
O05171;Transfer;Paid
O05172;QRIS;Failed
O05173;COD;Paid
O05174;QRIS;Paid
O05175;Transfer;Failed
O05176;Transfer;Paid
O05177;E-Wallet;Paid
O05178;Transfer;Paid
O05179;Transfer;Paid
O05180;E-Wallet;Failed
O05181;COD;Paid
O05182;QRIS;Paid
O05183;E-Wallet;Paid
O05184;Transfer;Paid
O05185;COD;Paid
O05186;COD;Paid
O05187;QRIS;Failed
O05188;QRIS;Paid
O05189;QRIS;Failed
O05190;Credit Card;Paid
O05191;COD;Failed
O05192;COD;Failed
O05193;QRIS;Paid
O05194;E-Wallet;Paid
O05195;COD;Paid
O05196;COD;Failed
O05197;Transfer;Failed
O05198;Transfer;Paid
O05199;Credit Card;Failed
O05200;Credit Card;Paid
O05201;Transfer;Paid
O05202;COD;Paid
O05203;E-Wallet;Paid
O05204;Credit Card;Paid
O05205;Transfer;Paid
O05206;COD;Paid
O05207;Transfer;Paid
O05208;Credit Card;Paid
O05209;COD;Paid
O05210;Transfer;Failed
O05211;COD;Paid
O05212;COD;Paid
O05213;COD;Paid
O05214;Credit Card;Paid
O05215;Credit Card;Paid
O05216;Transfer;Paid
O05217;COD;Failed
O05218;QRIS;Paid
O05219;QRIS;Paid
O05220;QRIS;Paid
O05221;E-Wallet;Paid
O05222;COD;Paid
O05223;COD;Paid
O05224;E-Wallet;Paid
O05225;E-Wallet;Failed
O05226;QRIS;Paid
O05227;Credit Card;Paid
O05228;COD;Paid
O05229;COD;Paid
O05230;E-Wallet;Paid
O05231;E-Wallet;Paid
O05232;COD;Paid
O05233;COD;Paid
O05234;Transfer;Paid
O05235;Credit Card;Failed
O05236;QRIS;Paid
O05237;Transfer;Paid
O05238;COD;Paid
O05239;E-Wallet;Failed
O05240;QRIS;Failed
O05241;COD;Paid
O05242;Credit Card;Paid
O05243;QRIS;Paid
O05244;QRIS;Paid
O05245;Credit Card;Paid
O05246;Transfer;Paid
O05247;QRIS;Failed
O05248;COD;Failed
O05249;Transfer;Paid
O05250;Credit Card;Paid
O05251;COD;Paid
O05252;QRIS;Failed
O05253;QRIS;Paid
O05254;Transfer;Paid
O05255;Transfer;Failed
O05256;E-Wallet;Paid
O05257;Credit Card;Failed
O05258;Credit Card;Paid
O05259;QRIS;Paid
O05260;E-Wallet;Failed
O05261;Credit Card;Paid
O05262;Transfer;Failed
O05263;E-Wallet;Paid
O05264;E-Wallet;Paid
O05265;QRIS;Paid
O05266;QRIS;Paid
O05267;COD;Paid
O05268;QRIS;Paid
O05269;QRIS;Paid
O05270;Transfer;Failed
O05271;COD;Failed
O05272;QRIS;Paid
O05273;QRIS;Failed
O05274;E-Wallet;Paid
O05275;QRIS;Failed
O05276;Transfer;Paid
O05277;COD;Paid
O05278;Credit Card;Paid
O05279;Transfer;Paid
O05280;COD;Paid
O05281;COD;Failed
O05282;Credit Card;Paid
O05283;COD;Paid
O05284;Credit Card;Paid
O05285;QRIS;Paid
O05286;COD;Failed
O05287;Credit Card;Paid
O05288;Credit Card;Paid
O05289;COD;Paid
O05290;COD;Paid
O05291;Credit Card;Paid
O05292;Credit Card;Paid
O05293;Transfer;Paid
O05294;Credit Card;Paid
O05295;Credit Card;Paid
O05296;COD;Paid
O05297;E-Wallet;Paid
O05298;E-Wallet;Paid
O05299;QRIS;Failed
O05300;Credit Card;Paid
O05301;Transfer;Paid
O05302;Transfer;Paid
O05303;COD;Paid
O05304;E-Wallet;Failed
O05305;COD;Paid
O05306;Credit Card;Paid
O05307;Credit Card;Paid
O05308;COD;Paid
O05309;Credit Card;Paid
O05310;QRIS;Paid
O05311;COD;Paid
O05312;Credit Card;Paid
O05313;E-Wallet;Paid
O05314;E-Wallet;Paid
O05315;Transfer;Paid
O05316;E-Wallet;Paid
O05317;COD;Paid
O05318;Transfer;Failed
O05319;Credit Card;Failed
O05320;COD;Failed
O05321;COD;Paid
O05322;Transfer;Paid
O05323;COD;Paid
O05324;COD;Paid
O05325;Transfer;Paid
O05326;QRIS;Paid
O05327;COD;Failed
O05328;COD;Paid
O05329;COD;Paid
O05330;QRIS;Failed
O05331;QRIS;Paid
O05332;COD;Paid
O05333;QRIS;Paid
O05334;COD;Failed
O05335;QRIS;Paid
O05336;Transfer;Paid
O05337;Transfer;Paid
O05338;COD;Failed
O05339;QRIS;Paid
O05340;COD;Failed
O05341;E-Wallet;Paid
O05342;COD;Failed
O05343;QRIS;Paid
O05344;COD;Failed
O05345;QRIS;Paid
O05346;Credit Card;Paid
O05347;E-Wallet;Failed
O05348;Credit Card;Paid
O05349;E-Wallet;Paid
O05350;E-Wallet;Paid
O05351;Credit Card;Paid
O05352;COD;Paid
O05353;Credit Card;Paid
O05354;Transfer;Paid
O05355;Transfer;Paid
O05356;Transfer;Paid
O05357;Transfer;Paid
O05358;QRIS;Failed
O05359;Transfer;Paid
O05360;COD;Failed
O05361;QRIS;Paid
O05362;QRIS;Paid
O05363;E-Wallet;Paid
O05364;COD;Paid
O05365;COD;Paid
O05366;COD;Paid
O05367;QRIS;Failed
O05368;COD;Paid
O05369;Transfer;Failed
O05370;Transfer;Failed
O05371;E-Wallet;Failed
O05372;Credit Card;Failed
O05373;E-Wallet;Paid
O05374;QRIS;Paid
O05375;COD;Paid
O05376;Transfer;Paid
O05377;Credit Card;Paid
O05378;QRIS;Paid
O05379;COD;Paid
O05380;Transfer;Failed
O05381;Transfer;Paid
O05382;Transfer;Paid
O05383;E-Wallet;Failed
O05384;QRIS;Paid
O05385;E-Wallet;Paid
O05386;E-Wallet;Paid
O05387;COD;Paid
O05388;Transfer;Paid
O05389;E-Wallet;Paid
O05390;Transfer;Paid
O05391;QRIS;Paid
O05392;E-Wallet;Paid
O05393;E-Wallet;Paid
O05394;Transfer;Paid
O05395;QRIS;Failed
O05396;COD;Paid
O05397;Credit Card;Paid
O05398;COD;Paid
O05399;Credit Card;Paid
O05400;COD;Paid
O05401;Transfer;Paid
O05402;QRIS;Paid
O05403;COD;Paid
O05404;Transfer;Paid
O05405;COD;Paid
O05406;QRIS;Paid
O05407;E-Wallet;Failed
O05408;E-Wallet;Failed
O05409;Transfer;Failed
O05410;QRIS;Paid
O05411;QRIS;Paid
O05412;QRIS;Paid
O05413;Transfer;Paid
O05414;E-Wallet;Paid
O05415;QRIS;Paid
O05416;Credit Card;Paid
O05417;COD;Paid
O05418;COD;Paid
O05419;E-Wallet;Paid
O05420;QRIS;Failed
O05421;Credit Card;Paid
O05422;E-Wallet;Paid
O05423;COD;Paid
O05424;E-Wallet;Paid
O05425;Transfer;Failed
O05426;Credit Card;Paid
O05427;Transfer;Failed
O05428;QRIS;Failed
O05429;Transfer;Failed
O05430;Credit Card;Paid
O05431;Transfer;Failed
O05432;E-Wallet;Paid
O05433;Credit Card;Failed
O05434;QRIS;Paid
O05435;QRIS;Failed
O05436;E-Wallet;Failed
O05437;Credit Card;Failed
O05438;E-Wallet;Paid
O05439;Transfer;Paid
O05440;QRIS;Paid
O05441;Transfer;Paid
O05442;Transfer;Paid
O05443;E-Wallet;Failed
O05444;COD;Paid
O05445;QRIS;Paid
O05446;COD;Paid
O05447;Credit Card;Paid
O05448;Transfer;Paid
O05449;QRIS;Failed
O05450;Transfer;Paid
O05451;E-Wallet;Paid
O05452;Credit Card;Paid
O05453;Credit Card;Paid
O05454;E-Wallet;Paid
O05455;Transfer;Paid
O05456;Transfer;Paid
O05457;QRIS;Paid
O05458;COD;Paid
O05459;Transfer;Failed
O05460;COD;Failed
O05461;E-Wallet;Paid
O05462;QRIS;Paid
O05463;Transfer;Failed
O05464;Transfer;Paid
O05465;Transfer;Paid
O05466;COD;Paid
O05467;Transfer;Paid
O05468;Transfer;Paid
O05469;COD;Paid
O05470;E-Wallet;Paid
O05471;QRIS;Paid
O05472;QRIS;Paid
O05473;E-Wallet;Paid
O05474;COD;Failed
O05475;E-Wallet;Failed
O05476;COD;Paid
O05477;Credit Card;Paid
O05478;COD;Failed
O05479;COD;Failed
O05480;Transfer;Paid
O05481;COD;Paid
O05482;Credit Card;Failed
O05483;Credit Card;Paid
O05484;E-Wallet;Paid
O05485;E-Wallet;Paid
O05486;COD;Failed
O05487;E-Wallet;Paid
O05488;Transfer;Paid
O05489;Transfer;Paid
O05490;E-Wallet;Paid
O05491;Transfer;Paid
O05492;E-Wallet;Failed
O05493;Transfer;Failed
O05494;QRIS;Paid
O05495;COD;Failed
O05496;QRIS;Failed
O05497;Credit Card;Paid
O05498;Transfer;Paid
O05499;E-Wallet;Paid
O05500;Credit Card;Paid
O05501;Transfer;Paid
O05502;QRIS;Paid
O05503;Credit Card;Paid
O05504;E-Wallet;Paid
O05505;Transfer;Failed
O05506;QRIS;Failed
O05507;E-Wallet;Paid
O05508;Transfer;Failed
O05509;QRIS;Paid
O05510;COD;Failed
O05511;Transfer;Paid
O05512;QRIS;Paid
O05513;COD;Paid
O05514;QRIS;Failed
O05515;Transfer;Paid
O05516;COD;Failed
O05517;Transfer;Paid
O05518;Credit Card;Paid
O05519;QRIS;Paid
O05520;COD;Paid
O05521;QRIS;Failed
O05522;Credit Card;Paid
O05523;Credit Card;Paid
O05524;COD;Paid
O05525;Credit Card;Paid
O05526;QRIS;Paid
O05527;Transfer;Paid
O05528;E-Wallet;Paid
O05529;Transfer;Paid
O05530;Credit Card;Paid
O05531;E-Wallet;Paid
O05532;Credit Card;Paid
O05533;Credit Card;Paid
O05534;E-Wallet;Paid
O05535;Transfer;Paid
O05536;E-Wallet;Paid
O05537;COD;Paid
O05538;COD;Failed
O05539;COD;Paid
O05540;QRIS;Paid
O05541;E-Wallet;Failed
O05542;E-Wallet;Paid
O05543;COD;Paid
O05544;COD;Paid
O05545;COD;Paid
O05546;QRIS;Failed
O05547;Credit Card;Paid
O05548;COD;Paid
O05549;E-Wallet;Failed
O05550;E-Wallet;Paid
O05551;Transfer;Paid
O05552;Credit Card;Failed
O05553;Credit Card;Paid
O05554;Transfer;Paid
O05555;COD;Paid
O05556;Credit Card;Paid
O05557;QRIS;Paid
O05558;Credit Card;Paid
O05559;COD;Paid
O05560;Credit Card;Failed
O05561;Credit Card;Paid
O05562;E-Wallet;Paid
O05563;COD;Paid
O05564;E-Wallet;Paid
O05565;Credit Card;Paid
O05566;QRIS;Paid
O05567;Credit Card;Failed
O05568;Transfer;Paid
O05569;Credit Card;Paid
O05570;E-Wallet;Paid
O05571;QRIS;Paid
O05572;COD;Failed
O05573;Transfer;Failed
O05574;E-Wallet;Failed
O05575;COD;Failed
O05576;Credit Card;Paid
O05577;Transfer;Paid
O05578;QRIS;Failed
O05579;QRIS;Paid
O05580;E-Wallet;Paid
O05581;QRIS;Paid
O05582;Credit Card;Failed
O05583;QRIS;Failed
O05584;QRIS;Paid
O05585;Transfer;Paid
O05586;Credit Card;Paid
O05587;Transfer;Paid
O05588;E-Wallet;Paid
O05589;QRIS;Paid
O05590;Credit Card;Paid
O05591;QRIS;Paid
O05592;Credit Card;Failed
O05593;Transfer;Paid
O05594;QRIS;Paid
O05595;Transfer;Paid
O05596;Credit Card;Paid
O05597;Transfer;Paid
O05598;Credit Card;Paid
O05599;Credit Card;Failed
O05600;E-Wallet;Paid
O05601;Credit Card;Paid
O05602;E-Wallet;Paid
O05603;QRIS;Paid
O05604;COD;Paid
O05605;QRIS;Paid
O05606;Credit Card;Paid
O05607;E-Wallet;Paid
O05608;QRIS;Paid
O05609;Transfer;Paid
O05610;COD;Paid
O05611;Credit Card;Failed
O05612;QRIS;Paid
O05613;Credit Card;Paid
O05614;E-Wallet;Failed
O05615;COD;Failed
O05616;Credit Card;Paid
O05617;QRIS;Paid
O05618;QRIS;Paid
O05619;COD;Paid
O05620;E-Wallet;Paid
O05621;COD;Paid
O05622;Transfer;Paid
O05623;Credit Card;Paid
O05624;Credit Card;Paid
O05625;Credit Card;Paid
O05626;QRIS;Paid
O05627;Transfer;Paid
O05628;E-Wallet;Paid
O05629;QRIS;Paid
O05630;Transfer;Paid
O05631;E-Wallet;Paid
O05632;Transfer;Failed
O05633;QRIS;Paid
O05634;E-Wallet;Paid
O05635;COD;Failed
O05636;COD;Paid
O05637;Transfer;Paid
O05638;QRIS;Paid
O05639;E-Wallet;Paid
O05640;COD;Failed
O05641;Credit Card;Paid
O05642;Transfer;Failed
O05643;Transfer;Paid
O05644;Transfer;Paid
O05645;Credit Card;Paid
O05646;Credit Card;Failed
O05647;Credit Card;Paid
O05648;Credit Card;Paid
O05649;COD;Paid
O05650;Transfer;Failed
O05651;QRIS;Failed
O05652;COD;Paid
O05653;Credit Card;Paid
O05654;Transfer;Paid
O05655;Credit Card;Failed
O05656;E-Wallet;Paid
O05657;COD;Failed
O05658;Credit Card;Paid
O05659;Transfer;Failed
O05660;COD;Failed
O05661;E-Wallet;Paid
O05662;QRIS;Paid
O05663;QRIS;Paid
O05664;QRIS;Paid
O05665;E-Wallet;Paid
O05666;COD;Paid
O05667;E-Wallet;Paid
O05668;COD;Paid
O05669;Transfer;Paid
O05670;Transfer;Failed
O05671;QRIS;Failed
O05672;QRIS;Paid
O05673;Credit Card;Paid
O05674;QRIS;Paid
O05675;QRIS;Paid
O05676;QRIS;Paid
O05677;Transfer;Failed
O05678;COD;Failed
O05679;COD;Paid
O05680;E-Wallet;Paid
O05681;E-Wallet;Paid
O05682;E-Wallet;Failed
O05683;Transfer;Paid
O05684;Credit Card;Paid
O05685;COD;Failed
O05686;QRIS;Failed
O05687;COD;Paid
O05688;COD;Paid
O05689;COD;Paid
O05690;QRIS;Failed
O05691;E-Wallet;Paid
O05692;E-Wallet;Paid
O05693;COD;Failed
O05694;QRIS;Paid
O05695;QRIS;Paid
O05696;Credit Card;Paid
O05697;QRIS;Paid
O05698;Credit Card;Paid
O05699;QRIS;Failed
O05700;QRIS;Paid
O05701;E-Wallet;Paid
O05702;Transfer;Paid
O05703;E-Wallet;Paid
O05704;COD;Paid
O05705;Transfer;Paid
O05706;QRIS;Paid
O05707;Transfer;Failed
O05708;COD;Paid
O05709;QRIS;Failed
O05710;E-Wallet;Failed
O05711;QRIS;Paid
O05712;QRIS;Paid
O05713;E-Wallet;Paid
O05714;QRIS;Paid
O05715;COD;Paid
O05716;QRIS;Paid
O05717;Credit Card;Paid
O05718;E-Wallet;Paid
O05719;COD;Paid
O05720;E-Wallet;Paid
O05721;Credit Card;Paid
O05722;E-Wallet;Paid
O05723;COD;Paid
O05724;QRIS;Paid
O05725;COD;Paid
O05726;Credit Card;Paid
O05727;COD;Paid
O05728;Transfer;Paid
O05729;COD;Paid
O05730;Credit Card;Paid
O05731;E-Wallet;Paid
O05732;E-Wallet;Paid
O05733;QRIS;Paid
O05734;QRIS;Failed
O05735;Transfer;Paid
O05736;QRIS;Paid
O05737;QRIS;Paid
O05738;Credit Card;Failed
O05739;Transfer;Paid
O05740;COD;Failed
O05741;QRIS;Paid
O05742;COD;Failed
O05743;Transfer;Paid
O05744;QRIS;Failed
O05745;E-Wallet;Paid
O05746;E-Wallet;Paid
O05747;Credit Card;Failed
O05748;Credit Card;Paid
O05749;E-Wallet;Failed
O05750;E-Wallet;Paid
O05751;Credit Card;Paid
O05752;COD;Paid
O05753;Transfer;Paid
O05754;Credit Card;Paid
O05755;Credit Card;Paid
O05756;E-Wallet;Paid
O05757;Credit Card;Paid
O05758;QRIS;Failed
O05759;E-Wallet;Paid
O05760;COD;Paid
O05761;Credit Card;Paid
O05762;Credit Card;Paid
O05763;Transfer;Paid
O05764;COD;Paid
O05765;E-Wallet;Paid
O05766;Transfer;Paid
O05767;Transfer;Paid
O05768;COD;Paid
O05769;Transfer;Failed
O05770;Transfer;Paid
O05771;Credit Card;Paid
O05772;Credit Card;Paid
O05773;COD;Paid
O05774;COD;Paid
O05775;E-Wallet;Failed
O05776;Credit Card;Failed
O05777;Transfer;Paid
O05778;E-Wallet;Paid
O05779;QRIS;Paid
O05780;E-Wallet;Paid
O05781;E-Wallet;Failed
O05782;E-Wallet;Paid
O05783;E-Wallet;Paid
O05784;COD;Paid
O05785;Transfer;Paid
O05786;QRIS;Paid
O05787;Transfer;Paid
O05788;COD;Failed
O05789;E-Wallet;Paid
O05790;E-Wallet;Paid
O05791;QRIS;Paid
O05792;Credit Card;Paid
O05793;Transfer;Paid
O05794;E-Wallet;Failed
O05795;Credit Card;Paid
O05796;E-Wallet;Paid
O05797;Credit Card;Paid
O05798;COD;Failed
O05799;COD;Paid
O05800;Credit Card;Failed
O05801;Credit Card;Paid
O05802;Transfer;Paid
O05803;Credit Card;Paid
O05804;E-Wallet;Paid
O05805;E-Wallet;Paid
O05806;COD;Paid
O05807;Credit Card;Paid
O05808;COD;Paid
O05809;QRIS;Paid
O05810;E-Wallet;Paid
O05811;Transfer;Failed
O05812;E-Wallet;Paid
O05813;COD;Paid
O05814;QRIS;Paid
O05815;Credit Card;Paid
O05816;Credit Card;Paid
O05817;COD;Paid
O05818;Transfer;Paid
O05819;Credit Card;Paid
O05820;COD;Paid
O05821;E-Wallet;Paid
O05822;QRIS;Paid
O05823;E-Wallet;Failed
O05824;Credit Card;Paid
